doc_id,text
302,Afrin şehidi Binbaşı Mithat Dunca'dan duygulandıran vasiyet https://t.co/tCl0N6KMrZ https://t.co/NtaVfldKKg
303,"Trump, bir ülkenin dijital para birimini yasakladı https://t.co/DieMN8ivxx https://t.co/6bdXaEwLMI"
304,"2020'de 5 kişiden biri 60 yaş üstü olacak

Dünyada yaşlı nüfusu giderek artıyor https://t.co/KHdnxWu6cB https://t.co/2PEmHOF8Kq"
305,"❝Üreticinin yüzünün güleceği bir üretim sezonuna gireceğiz❞

'Dünya kayısı başkenti' beyaza büründü https://t.co/ErRHxTADe5 https://t.co/6j6j7gqyZb"
306,En pahalı il İstanbul https://t.co/HQfmpQPDQd https://t.co/mXpIl9p0hM
307,Filistin Devlet Başkanı Abbas'tan ABD Büyükelçisi'ne 'ağır sözler' https://t.co/VG9kFp9fxN https://t.co/Jk9tlpQiY0
308,Hatay'ın Yayladağı ilçesine #Suriye'den atılan füze düştü https://t.co/1Zf4uvwk1p https://t.co/4He61A5nHr
309,"Öğrenen müşteriler para üstü almıyor

'Simitçi abla'nın bir günlük geliri Mehmetçik'e https://t.co/FlpGSbolEv https://t.co/DctHwYA60L"
310,Milli takıma Emre Mor'dan kötü haber https://t.co/Ln18btv1JQ https://t.co/5Kgx9ci5UG
311,Kültür ve Turizm Bakanı Kurtulmuş: Saadet Partisi'ne oy veren çok geniş kitlenin cumhur ittifakının yanında yer alacağını düşünüyorum https://t.co/Y1TTIz5k74 https://t.co/UcktcptomB
312,İsrail Filistinlileri kendi evini yıkmaya zorluyor https://t.co/TEdQ56tgNp https://t.co/9uPXjI2xMS
313,Esed rejimi Doğu Guta'yı bombalamaya devam ediyor https://t.co/CrujfDpf6C https://t.co/PXuz5sERwa
314,"❝Kimin haklı kimin batıl olduğu ortaya çıktı❞

Afrinli doktor terör örgütü YPG/PKK'nın işkencelerini anlattı https://t.co/hxyVCx549N https://t.co/3Y0OdVzwjj"
315,AB'den Rusya'ya seçim eleştirisi https://t.co/oBlKo9FKsy https://t.co/1wo7i6qhrK
316,'Milli Temizlik Tankı' projesi Finlandiya'da finale kaldı https://t.co/PXtq3tZQdB https://t.co/NsBqCumw5d
317,"❝PKK bizi 3 gün susuz ve yemeksiz bıraktı❞

Terör örgütü PYD/PKK'nın #Afrin'de kalmaya mahkum ettiği sivillerden Ebu Ahmet yaşadıklarını anlattı https://t.co/N51MulDfWc https://t.co/fUqQJjyNBn"
318,"Afrin'in kontrol altına alınmasına giden yol 

TSK ve ÖSO'nun terör örgütleri YPG/PKK ve DEAŞ'a karşı yürüttüğü harekatta #Afrin ilçe merkezi ve tüm beldeleri kontrol altına alındı #ZeytinDalıHarekatı https://t.co/wA7YsusEAe https://t.co/RLwsxc0hUP"
319,"❝#ZeytinDalıHarekatı, bir terörle mücadele harekatıdır❞

Türkiye'den ABD'nin Afrin açıklamasına tepki https://t.co/hGXmvRpEuo https://t.co/IZrOEB7gvo"
320,"TÜBİTAK MAM’DAN YERLİ BACA GAZI ANALİZÖRÜ

Çok parametreli ve daha düşük üretim maliyetine sahip ilk ve yerli baca gazı analiz cihazı. Bilgi: (0262) 641 2900, ctue@tubitak.gov.tr
#tubitak #tübitak #mam #bacagazı #baca #gaz #havakalitesi #çevre #hava #kirlilik #endustriyel https://t.co/ETQI2YKrav"
321,"TÜBİTAK MAM'DAN ORGANİK PASİF BTEX ve VOC ÖRNEKLEYİCİ

Dış Ortamdaki BTEX (Benzen-Toluen-Etil benzen-Ksilen) veya VOC (Uçucu Organik Bileşikler) Parametrelerinin Miktarlarını Belirleyen İlk ve Yerli Organik Pasif Örnekleyici Tüp

#BTEX #VOC #ornekleyici #cevre #hava #tubitak #mam https://t.co/KOeXz3RJvT"
322,"TÜBİTAK MAM’DAN DERİN VE SIĞ DENİZ ARAŞTIRMA HİZMETLERİ

DERİN DENİZ ARAŞTIRMALARI
Hidrografik &amp; Oşinografik Ölçümler

SIĞ DENİZ ARAŞTIRMALARI
Sığ Su Hidrografik Sörvey Kabiliyetleri

#tubitak #derindeniz #sığdeniz #hidrografi #oşinografi #haritalama #cbs #gis #rov #çevre https://t.co/p6Vpz8UHG3"
323,"Türkiye’de İlk YERLİ BACA GAZI İZLEME SİSTEMİ
Çevre Şehircilik Bknlığı ve TÜBİTAK MAM ortak çalışmasıyla endüstriyel tesis bacalarının sürekli izlenmesni sağlayan ve yurtdışından temin edilen Baca Analizörü cihazının yerlisi üretildi. Yerli cihazla ülke bütçesine katkı sağlanacak https://t.co/JVqQuxvioW"
324,"RT @Tubitak: TÜBİTAK Başkanı Prof. Dr. Hasan Mandal'ın röportajı: 

Tübitak'ın ""Yeni Nesil"" vizyonu!

https://t.co/ZvnQPSMtUK https://t.co/…"
325,"TÜBİTAK MAM Türk Tersanelerinin ""AR-GE MERKEZİ"" Olmalıdır
TÜBİTAK MAM Başkanı Prof. Dr. İbrahim Kılıçaslan, Gölcük Tersane Komutanı Sayın Tuğamiral Aydın Eken’i ziyaret etti. Gölcük Tersane  Komutanlığı ile TÜBİTAK MAM arasında gerçekleştirilebilecek işbirliği  konuları görüşüldü https://t.co/V7HV3Ql6tb"
326,"TÜBİTAK MAM Türk Donanmasının ""ÇÖZÜM ORTAĞI"" Olmalıdır
TÜBİTAK MAM Başkanı Prof.Dr.İbrahim Kılıçaslan Gölcük Donanma Kom.lığına nezaket ziyaretinde bulundu.TÜBİTAK MAM olarak donanmamızın ihtiyacı olan teknolojik çözüm ve Ar-Ge konusunda destek vermeye hazır olduklarını belirtti https://t.co/EZJUzpLmf9"
327,"TÜBİTAK MARMARA Research Vessel is available for service at national and international R&amp;D, engineering and infrastructure projects as part of cooperations with public and private institutions. https://t.co/2RIcgpvoxi"
328,"TÜBİTAK Başkanı Prof.Dr.Hasan Mandal, TÜBİTAK Gebze Yerleşkesini ziyaret ederek yeni dönem çalışmalarını değerlendirdi. TÜBİTAK Başkanını, MAM Bşk. Prof.Dr.İbrahim Kılıçaslan, BİLGEM Bşk. Prof.Dr.Hacı Ali Mantar, UME Md.Dr.Mustafa Çetintaş ve TÜSSİDE Md.Tezer Battal karşıladı. https://t.co/hcGeZbKjM9"
329,Üniversitelerimiz ile TÜBİTAK MAM İşbirliğine Devam Ediyor. Nitelikli ortak çalışmalar için MAM Bşk. Prof.Dr.İbrahim Kılıçaslan ile Yıldız Teknik Üni. Rektörü Prof.Dr.Bahri Şahin işbirliği protokolüne imza attı. Türkiye için kritik teknolojilerde uzmanların yetişmesi amaçlanıyor. https://t.co/zT2g0Ivpmj
330,Kocaeli Büyükşehir Belediyesinin Teknoloji Çözüm Ortağı Olmak İstiyoruz TÜBİTAK MAM Bşk. Prof.Dr.İbrahim Kılıçaslan Kocaeli Büyükşehir Bel. Gn.Sekreteri İlhan Bayram’ı ziyaret etti.Kamu alımlarının Yerli Teknolojiyi geliştirmede milli ekonomiye yüksek katkı sağlayacağı görüşüldü. https://t.co/KhvkPA8SHc
331,"Terör Mağduru Öğrencileri TÜBİTAK MAM’da Ağırladık. TÜBİTAK MAM Başkanı Prof.Dr.İbrahim Kılıçaslan,“Geleceğe Uçmak Projesi” kapsamında Doğu ve Güneydoğu Anadolu Bölgesindeki illerden gelen başarılı öğrencilerle buluştu, öğrencilere TÜBİTAK MAM’ın kapılarının açık olduğunu söyledi https://t.co/NXvI0TgNRK"
332,"TOBB Türkiye Kimya Sanayi Meclis Bşk.Timur Erk ve Meclis Danışmanı Prof.Dr.Serdar Çelebi,TÜBİTAK MAM Bşk. Prof.Dr.İbrahim Kılıçaslan’ı ziyaret etti. Sektörün temel sorunlarından dışa bağımlılığı aşabilmek,rekabet gücünü artırmak için yenilikçi ve yerli çözümler üretilmesi gerekli https://t.co/aY4mVhoMIq"
333,"Milli Yakma Sistemleri MAM-İZAYDAŞ Teknolojisiyle Oluşturulabilir. TÜBİTAK MAM Bşk. Prof. Dr. İbrahim Kılıçaslan İZAYDAŞ Gn. Md.Muhammet Saraç’ı ziyaret etti. MAM Enerji Enstitüsünün atık bertarafı, katı atık gazlaştırma, organik atıklardan elektrik üretimi çalışmaları aktarıldı. https://t.co/02aJkhaaex"
334,"Hedef “Sanayide Teknoloji Yoğunluğunu” Yükseltmek; TÜBİTAK MAM Bşk. Prof.Dr.İbrahim Kılıçaslan, Düzce Vali Yrd.-Kaynaşlı Kaymakamı Cemal Demiryürek ve Kocaeli San.Tekn.İl Md.İlhan Aydın'ı ağırladı.Yüksek teknoloji ürünler hk bilgi verdi,özel sektörün yararlnması gerektğini söyldi https://t.co/kzkutiLIfj"
335,TÜBİTAK MAM Başkanı Prof.Dr. İbrahim Kılıçaslan ile TCDD Genel Md. İsa Apaydın mevcut projelerin durumunu görüşerek işbirliklerini artırmak için biraraya geldi. TÜBİTAK MAM Enerji Enstitüsü ve Malzeme Enstitüsünün demiryollarında kullanılmakta olan milli ürünleri değerlendirildi. https://t.co/k9hJWSRuqx
336,"Askeri alanda teknik imkan ve kabiliyetlerimizi TSK istifadesine sunmak üzere TÜBİTAK MAM Bşk. Prof.Dr.İbrahim Kılıçaslan 1.Ana Bakım Merkez Kom.lığı Tank Palet Fabrikasını ziyaret ederek teknik ihtiyaçlar hk. bilgi aldı,her türlü teknik iyileştirmeye katkı sağlanacağını belirtti https://t.co/zuDmbtZdsD"
337,"Kocaeli Valisi Sn. Hüseyin Aksoy, ülkemizin en büyük Ar-Ge Kampüsü olan TÜBİTAK Gebze Yerleşkesini, TÜBİTAK MAM Başkanı Prof. Dr. İbrahim Kılıçaslan eşliğinde ziyaret etti. Kömürden sıvı yakıt üretim tesisi Trijen Pilot Tesisi ve Yüksek Sıcaklık Mükemmeliyet Merkezi incelendi. https://t.co/Hjbs0ERvao"
338,"TÜBİTAK MAM Başkanı Prof.Dr. İbrahim Kılıçaslan, SSM Ar-Ge Projeleri İmza Törenine katıldı. SSM Müsteşarı Prof.Dr. İsmail Demir eşliğinde düzenlenen törende TÜBİTAK MAM Malzeme Enstitümüzün ROKETSAN, ASELSAN, TEİ ile işbirliği içerisinde yer aldığı 3 savunma projesine imza atıldı https://t.co/NnRlA0um0g"
339,"TÜLOMSAŞ ve TÜBİTAK MAM İşbirliği Devam Ediyor. E-1000 ve E-5000 elektrikli lokomotif geliştirme projelerinde birlikte çalıştığımız proje ortağımız TÜLOMSAŞ Gn. Md. Hayri Avcı ve Ar-Ge Daire Bşk. İbrahim Erşahin, TÜBİTAK MAM Başkanı Prof. Dr. İbrahim Kılıçaslan’ı ziyaret etti. https://t.co/iHp47YR57q"
340,"TÜBİTAK MAM Başkanı Prof.Dr. İbrahim Kılıçaslan, Sakarya Tank Palet Fabrikasını ziyaret etti. Bşk.Dnş. Prof.Dr.Ali Ata ve Enerji Enst. Md. Prof.Dr.Abdulkadir Balıkçı’nın bulunduğu görüşmede işbirlikleri ve yerli teknoloji uygulamaları hk. Fab. Md. Albay Sinan Eren’e bilgi verildi https://t.co/87kxKSDoSx"
341,https://t.co/FxXG6i9zFF
342,2023 hedefleri ve TÜBİTAK MAM konulu “Beyin Fırtınası” toplantılarının birinde Prof.Dr.İbrahim Dinçer’i misafir ettik. MAM Başkanı Prof.Dr.İbrahim Kılıçaslan önderliğindeki toplantıda “Sürdürülebilir Ekonomi ve Toplum için Araştırma-Yenilik-Ticarileştirme”sunumunu gerçekleştirdi. https://t.co/QYXPlHS6oq
343,"ASPİLSAN Genel Müdürü Tuğgeneral Ferhat Özsoy ve beraberindeki heyet TÜBİTAK MAM'ı ziyaret etti. Toplantıda lityum iyon batarya sistemleri başta olmak üzere pil ve hücre konusunda ülkemizdeki altyapılar, sektörün ihtiyaçları ve bunlara yönelik çözümler üzerinde görüşme yapıldı. https://t.co/7o8E8PZP75"
344,"Gebze Teknik Üniversitesi Rektörü Prof. Dr. Haluk Görgün TÜBİTAK Marmara Araştırma Merkezi Başkanı Prof. Dr. İbrahim Kılıçaslan’ı ziyaret etti. @halukgorgun'ün ziyaretinde mevcut işbirliğini ileriye taşıyacak yeni çalışmalar konusunda görüş alışverişinde bulunuldu.
@GtuEduTr https://t.co/OQFlIuE1O2"
345,"TÜBİTAK MAM Mermer atıklarını ekonomiye kazandırıyor: 
Bursa Eskişehir Bilecik Kalkınma Ajansı (@TCBEBKA) ve TÜBİTAK MAM iş birliğiyle düzenlenen “Mermer Atıklarının Değerlendirilmesi” konulu toplantı Bilecik’te yapıldı.
https://t.co/ifBgpGcrl8 https://t.co/xeRqqb0rjn"
346,"Kocaeli Üniversitesi Müh.Fak.Dekanı İlhan Tekin Öztürk, TÜBİTAK MAM Başkanı Prof.Dr. İbrahim Kılıçaslan’ı ziyaret etti. Dekan ve beraberindeki heyet ile yapılan görüşmede bilim ve eğitimin ayrılmaz bütünlüğüne vurgu yapılarak işbirliği alanlarında bilgi alışverişinde bulunuldu. https://t.co/mNjmccfEH6"
347,https://t.co/8jgF8mJNgF
348,"TÜBİTAK MAM’ın Test ve Analiz Hizmet Verdiği 24.Ülke Rusya Federasyonu Oldu.
Rusya tıbbi cihaz/malzeme sektöründen sitotosisite, iritasyon, sensitizasyon ve havacılık sektöründen jet yakıtı analizi talebi alındı. Hizmet verilen ülke 4 kıtada 24’e ulaştı. https://t.co/UxxwuAej1T https://t.co/GPy3P7ipa7"
349,"Türkiye’de bir İlk! Enzime dirençli nişasta üretimi başladı.
Konya OSB'de Türkiye’nin ilk enzime dirençli nişasta tesisinin açılışı Bilim Sanayi Teknoloji Bakanı Faruk Özlü'nün katılımıyla yapıldı.
Konya Valisi Yakup Canbolat obezite ve diyabet için önemli katkı olacağını söyledi https://t.co/bU5O65zsSR"
350,"RT @MSI_Dergisi: ASPİLSAN’ın düzenlediği çalıştayda konuşan ve TÜBİTAK MAM’da Başuzman Araştırmacı olarak görev yapan Dr. Türev Sarıkurt, b…"
351,"RT @Dr_Faruk_Ozlu: Tübitak’ta geliştirilen ve diyabet hastalarının kullanımına uygun, “Enzime Dirençli Nişasta” üreten Demirpolat Grubu'nun…"
352,"RT @TCSanayi: Bilim, Sanayi ve Teknoloji Bakanı Faruk Özlü, Konya Organize Sanayi Bölgesi'nde, enzime dirençli nişasta üretimi tesisinin aç…"
353,"PRO-METROFOOD Projesi Uluslararası Sempozyumuna katıldık.
MAM Gıda Enstitümüzden Dr.Hayrettin Özer,Dr.Aytunga Arık Kibar“Gıda analiz lab.larında iç-dış kalite kontrol faal.”,“Gıdalarda otantisitenin belirlenmesinde etkin araç diferansiyel taramalı kalorimetri”eğitimlerini verdi. https://t.co/RZaARI6Xp9"
354,TÜBİTAK MAM Gıda Enstitüsü 1.MycoKey Konferansına Belçika’da katıldı. Gıda ve yem zincirinde dünyada tehdit miktoksinler hk. öncelikli konular tartışıldı. Dr.Hayrettin Özer “Realtime electrochemical profiling assay method for detection of aflatoxin B1 in dried figs”sunumunu yaptı https://t.co/34dOSNfhBC
355,"Çevre ve Şehircilik Bakanlığı yürütücüğünde, TÜBİTAK MAM koordinasyonunda gerçekleştirilen 2017-2019 dönemi Denizlerde Bütünleşik Kirlilik İzleme İşi kapsamında DEN-İZ Marmara Denizi Çalıştayı düzenlendi. Çalıştaya kamu kuruluşları ve üniversitelerden 90’ın üzerinde uzman katıldı https://t.co/4rNn4VVMDC"
356,"TÜBİTAK MAM Başkanı Prof.Dr. İbrahim Kılıçaslan, Çekmeköy Belediye Başkanı Ahmet Poyraz’ı ziyaret etti.
TÜBİTAK MAM Başkan Yrd. Dr. İbrahim Bekar ve Enerji Enstitüsü Md. Yrd. Dr. Osman Okur’un da bulunduğu görüşmede bilim ve teknoloji alanında işbirliği konuları değerlendirildi. https://t.co/UUZBQ0umTL"
357,"RT @TubitakUlakbim: LibreOffice Geliştirici Sertifikasını Türkiye’de ilk alan, Pardus Projesi yazılım geliştiricisi olarak görev yapan Muha…"
358,"Kocaeli Sanayi Odası ve TÜBİTAK MAM Temaslarını Sürdürüyor
Kocaeli San.Odası Yön.Kur.Bşk.Ayhan Zeytinoğlu ve TÜBİTAK MAM Bşk. Prof.Dr.İbrahim Kılıçaslan görüşmesinde bilim, sanayi işbirliğine vurgu yapılarak,sanayimizi yakından ilgilendiren konularda bilgi alışverişinde bulunuldu https://t.co/cwcNQIeGNF"
359,ÇAYKUR İle Yeni Proje Çalışmaları Başlıyor. TÜBİTAK MAM ve ÇAYKUR'un uzun yıllara dayanan işbirliği yeni projelerle ivme kazanıyor. ÇAYKUR Yön.Kur.Bşk. İmdat Sütlüoğlu ile fonksiyonel çay ürünleri ve Karadenizdeki çay üretim ekosistemine katkı sağlayacak yeni projeler görüşüldü. https://t.co/CPleYlm7Cm
360,"Sanayi Bakanlığı Heyetine E-5000 Milli Elektrikli Lokomotif Tanıtıldı.
BSTB Sanayi Genel Md.lüğü Ulaşım Araçları Daire Bşk. İsmail Aktaş'ı TÜBİTAK MAM Başkanı Prof.Dr.İbrahim Kılıçaslan karşıladı. Elektrikli lokomotif, türbin kanat, yüksek sıcaklık malzemeleri hk. bilgi verildi. https://t.co/Q7TmrztTNQ"
361,"TÜBİTAK MAM Yurdun Dört Bir Yanından Gelen Öğrencilere Bilim Sevgisi Aşılıyor.
İzmit Muammer Dereli Fen Lisesi, Kartal Dil Koleji, İstek Özel Kaşgarlı Mahmut Anadolu Lisesi, MEB Biz Anadoluyuz Projesi kapsamında Ağrı'dan gelen öğrenciler bilim insanları ile buluşturuldu. https://t.co/XqOqCKoRQP"
362,"Günlük Maksimum Toplam Yük Yaklaşımının Gediz Havzasında Uygulanması Projesini başarıyla tamamladık. Gediz Havzasının su kalitesine bağlı kaynaklar için kirletici yüklerin kaynaklar arasında dağıtılması, deşarj limitleri, yayılı kaynaklar için yük azaltım tedbirleri belirlendi. https://t.co/8gaFLR7Fdo"
363,GÜRMOD Projesi Başarıyla Tamamlandı. Çevre ve Şehircilik Bakanlığı ve TÜBİTAK MAM işbirliğiyle Türkiye'de Kaynak Bazlı Gürültü Modellemesi için Envanter Altyapısının Oluşturulması Projesinde yerleşim alanlarında kaynak bazlı gürültü modellemesi için envanter altyapısı hazırlandı. https://t.co/cwxQ5sEeD5
364,"3rd IMEKOFOODS Konferansı 67 sözlü bildiri, 78 poster sunumu ve 19 ülkeden 142 katılımcıyla Yunanistan’da düzenlendi. H2020 PRO-METROFOOD projesi desteğiyle düzenlenen konferansta MAM Gıda Enstitüsü 6 sunum yaptı ve Dr. Hayrettin ÖZER, IMEKO TC23 Teknik Komite Üyeliği’ne seçildi. https://t.co/s4ew1dFyai"
365,RT @TUBA_TurkBlmAkd: 217 #TÜBAÖDÜLLERİ #CUMHURBAŞKANI ERDOĞAN TARAFINDAN SAHİPLERİNE TEVDİ EDİLDİ.Ödül Kazanan Bilim İnsanlarını Tebrik edi…
366,"RT @Tubitak: “TÜBA Ödülleri Töreni” 12 Aralık’ta Cumhurbaşkanlığı Külliyesi’nde.

https://t.co/83cNyoFi3B https://t.co/MhYAiSXh8z"
367,"RT @Tubitak: TÜBİTAK SAGE’nin Geliştirdiği Kanatlı Güdüm Kiti’nin (KGK) seri üretimine başlandı!

https://t.co/54r4ZYjTVA https://t.co/eD9a…"
368,RT @UFUK_2020: AB #Horizon2020 programı Bilgi ve İletişim Teknolojileri (#ICT) alanı 2018 yılı açılacak proje çağrı başlıkları yayınlandı:…
369,"Doğu Marmara Kalkınma Ajansı TÜBİTAK MAM’ı Yakından İnceledi
Doğu Marmara Kalkınma Ajansı (MARKA) Genel Sekreteri Dr. Mustafa Çöpoğlu ve beraberindeki MARKA heyetini TÜBİTAK MAM Başkanı Prof. Dr. İbrahim Kılıçaslan karşıladı. https://t.co/9QpC3UT9Wt"
370,"""Uluslararası Ülke Danışmanları Programı""
T.C. Başbakanlık Türkiye Yatırım Destek ve Tanıtım Ajansı’nın dünya genelinde ABD, Almanya, Birleşik Arap Emirlikleri, Çin, Fransa, İspanya, Japonya, Kore, İngiltere, Suudi Arabistan gibi ülkelerdeki Ülke Danışmanları TÜBİTAK MAM'da... https://t.co/7C2Laaru2J"
371,"TÜBİTAK MAM’ın Obezite ve Diyabete Karşı Dirençli Nişasta’ya ait canlı yayın haberi
https://t.co/TOqLgmawVC
#helalexpo #obezite #diyabet #un #nişasta https://t.co/Is6HMca745"
372,"""TÜBİTAK MAM’dan Obezite ve Diyabete Karşı Dirençli Nişasta""
TÜBİTAK MAM tarafından, Türkiye'de görülme sıklığı giderek artan obezite ve diyabet hastalıklarını önlemek amacıyla, nişasta katkılı un geliştirildi. Yeni ürünler Helal Expo 2017 fuarında tanıtıldı. https://t.co/shwxPX8Qy3"
373,"""TÜBİTAK MAM’ın Kapıları Sanayicimize Açık"": OSTİM Yönetim Kurulu Başkanı Orhan Aydın, Yönetim Kurulu Üyeleri ve firma temsilcilerinden oluşan heyet sanayi ve TÜBİTAK işbirliği kapsamında TÜBİTAK MAM'ı ziyaret etti. https://t.co/8gP4ANXoYz"
374,"TÜBİTAK MAM Malzeme Enstitüsü'nün düzenlediği Organik Elektronik Çalıştayının ikincisine üniversite öğretim üyeleri, lisansüstü öğrencileri ve firmalar katıldı. Organik güneş hücreleri, organik ışık yayan diyotlar, tranziztörler, perovskitler, sensör uygulamaları vb. ele alındı. https://t.co/FMk4u3suTq"
375,TÜBİTAK MAM Malzeme Enstitüsü tarafından yürütülen “Havacılık Teknolojileri Test ve Mükemmeliyet Merkezi Fizibilite Etüdü Projesi” kapsamında düzenlenen “Havacılık Teknolojileri Test Ve Mükemmeliyet Merkezi Fizibilite Etüdü Projesi Kapanış Çalıştayı” Ankara’da gerçekleştirildi. https://t.co/P94u9WsyoL
376,RT @Tubitak: #TÜBİTAK ile hızlı ve etkin iletişim kurmak için #TÜBİMER’i kullanabileceğinizi biliyor muydunuz? https://t.co/zZzR090OeB http…
377,"RT @TubitakKitaplar: Mersin CNR kitap fuarı başladı... Biz geldik, Mersinli kitapsever dostlarımızı da bekliyoruz. https://t.co/SpYxCycP5B"
378,Canlı yayına hazır bekliyoruz... https://t.co/K0i7Rvwezj
379,aHaber’de canlı yayınımız birazdan başlıyor... #HelalExpo #ahaber #tubitakmam #tubitak
380,"Bugün saat 15:00’de Helal Expo fuarından yapılacak aHaber canlı yayınında obezite ve diyabet riskini azaltan nişastamızı anlatacağız. 

#helalexpo #diyabet #ahaber #tubitak #tubitakmam #obezite"
381,"Özellikle obezite ve diyabet hastalarını yakından ilgilendiren ve tüm tüketicilere yönelik yeni geliştirilen unlu mamuller bugün 14:00'de tüketicilere ikram edilecek. Lütfi Kırdar Kongre Sarayı, Rumeli Salonu B holünde yer alan standımıza bekleriz. #HelalExpo #tubitak"
382,"Bugün ve önümüzdeki iki gün boyunca Helal Expo fuarında olacağız. “TÜBİTAK MAM Ülkemizin Beslenme Alışkanlığını Değiştiriyor” sloganıyla katıldığımız fuarda dirençli nişasta, domuz eti tespit kiti, kolesterol düşürücü soğuk çay gibi çeşitli ürünlerimizi sergiliyoruz. https://t.co/0xHybQvwBQ"
383,"“TÜBİTAK MAM Ülkemizin Beslenme Alışkanlığını Değiştiriyor” 
Obezite ve Diyabet hastalarını yakından ilgilendiren ve tüm tüketicilere yönelik yeni geliştirilen “ekmek” ve unlu mamuller bugün 14:00'de ""Helal Expo 2017"" TÜBİTAK MAM standında L.Kırdar'da tüketicilere ikram edilecek"
384,"DENİZ KUVVETLERİMİZE YERLİ ÇÖZÜMLER
TÜBİTAK MAM Bşk. Prof.Dr. İbrahim Kılıçaslan, Deniz Kuv.Kom.Koramiral Adnan Özbal’ı ziyaret etti.
""Deniz araçları,sonar,ileri akustik,hava tazeleme, güvenlik,tahrik sist,radar soğurucu malzemeler,li-iyon pil,batarya,yakıt pili çalışmalarımız"" https://t.co/NAw3xgPsqM"
385,"TÜBİTAK MAM koordinatörlüğündeki Nanoteknoloji Kümelenmesi, savunma, havacılık, enerji, otomotiv, tekstil, sağlık, inşaat sektörlerinde katma değeri yükseltecek nanoteknolojik ürün üretimi konulu proje önerileri hazırladı.
https://t.co/r5eZ1pttpn https://t.co/5TEqO0A85f"
386,"Enerji ve Tabii Kaynaklar Bakanlığı Müsteşarı Fatih Dönmez, TÜBİTAK MAM Enerji Enstitüsü ve Malzeme Enstitüsü altyapılarını yerinde inceleyerek yürütülen projeler hakkında bilgi aldı.
https://t.co/p2sSR8IQc7 https://t.co/H7dmBJwnLZ"
387,"EÜAŞ Genel Müdür Danışmanları, Daire Başkanları, Şube Müdürleri ve teknik personelden oluşan bir heyet geleceğe dönük işbirliği çalışmaları planlamak üzere TÜBİTAK MAM’ı ziyaret etti.
https://t.co/RWdcHbeP89 https://t.co/eFymyMTDbK"
388,"12-13 Kasım 2017 tarihlerinde TÜBİTAK Gebze Yerleşkesi’nde TÜBİTAK Marmara Araştırma Merkezi’nin (MAM) düzenlediği TÜBİTAK-SAS (Slovak Bilimler Akademisi) Çalıştayı gerçekleştirildi.
https://t.co/w9yUmRGRZN https://t.co/ZEt51uiIko"
389,"“3R ve 2D ve 3D Karaciğer, Deri, Göz ve Bağırsak Düzenleyici Modeller” Uluslararası Çalıştayı
https://t.co/gJLwRLrMT4 https://t.co/VTqVUvxtA8"
390,"ENDONEZYA HEYETİ 
https://t.co/Q5nTg2xupi https://t.co/7lim9GQnJn"
391,"10 KASIM ATATÜRK’Ü ANMA TÖRENİ
https://t.co/GcpS19Tju8 https://t.co/zjCrnhOSGE"
392,"Tunus Heyeti Ziyareti
https://t.co/yeN7gDj0eE https://t.co/ddXZGYoaVa"
393,"Kültür ve Turizm Bakanlığı Yetkililerinin“TÜBİTAK Marmara Araştırma Gemisi”İle“Karbon-14 AMS Laboratuvarı” Ziyareti
https://t.co/rGkL3yFfqi https://t.co/24iZ0dScfi"
394,"TÜBİTAK,Filistinle  İnovasyon ve Mükemmeliyet Bazlı İşbirliklerini Ortak Çağrı, Projeler Kapsamında Hayata Geçiriyor
https://t.co/zkcCo9LUB8 https://t.co/y7BouWOE5S"
395,"Güneş Pillerinin Ülkemizde Üretilebilmesine Yönelik Etüt Çalışmaları Proje Paneli
https://t.co/ZQTxnRsJHu https://t.co/PRrRbdPv81"
396,"H2020 BIOMASUD PLUS Projesi Çalıştayı Ankara'da Düzenlendi
https://t.co/iOnQrmc1yB https://t.co/kfdVfdloiH"
397,"Denizlerimizin Kara Kökenli Kirleticilere Karşı Korunmasına Yönelik Ulusal Eylem Planının Güncellenmesi Projesi
https://t.co/2Y17dnU6Za https://t.co/OKnG9nxCkB"
398,"Akıllı Hareketlilik Kümelenme Toplantısı
https://t.co/EkZ5BGeqYz https://t.co/4rqj3rCDPm"
399,"İngiltere İstanbul Başkonsolosluğu'ndan TÜBİTAK MAM’a Ziyaret
https://t.co/sFDojag8AV https://t.co/eFIJZ2CMVp"
400,"Türkiye'de Kaynak Bazlı Gürültü Modellemesi İçin Envanter Altyapısının Oluşturulması Projesi
https://t.co/BLp8RJbW8W https://t.co/IwNFl6JvMv"
401,"TAYSAD İşbirliğiyle TÜBİTAK MAM Bilgi Günü
https://t.co/Y4fpBINAHr https://t.co/lPGs3lOjUu"
402,"EŞDEĞER PARÇA SERTİFİKASYONUNDA BÜYÜK İŞBİRLİĞİ
https://t.co/2gll4TIe4m https://t.co/wrtfLbNZyM"
403,"Filistin HCIE İle TÜBİTAK MAM İşbirliği Görüşmeleri
https://t.co/2ee50MhjWs https://t.co/fKDrbsHEoX"
404,"TÜBİTAK ve TSE İşbirliğinde “Güvenilir Helal Gıda Uygunluk Değerlendirme Sisteminin Kurulması” Projesi Toplantısı
https://t.co/EArx9ZOiZt https://t.co/TMgxy3GRuU"
405,"SANVER Proje Kapanış Toplantısı
https://t.co/LBFdBuE0Ey https://t.co/e1bYc03Pfz"
