doc_id,token_id,text,c_id,c_name
8,16,sıkmakla,2,Event/Activity
8,17,bu,1,Trash
8,18,milleti,1,Trash
8,19,korkutamazsınız,2,Event/Activity
8,20,dedik,2,Event/Activity
8,21,Askerler,8,Job
8,22,daha,1,Trash
8,23,sonra,1,Trash
8,24,üzerimize,1,Trash
8,25,sıktılar,2,Event/Activity
8,26,OB6XiFwgdN,1,Trash
8,27,ds31yI2ftG,1,Trash
9,1,AK,6,Company
9,2,Parti,6,Company
9,3,Ankara,4,Address
9,4,Milletvekili,8,Job
9,5,Arslan,3,Name
9,6,Engellilere,1,Trash
9,7,karşı,1,Trash
9,8,hassasiyet,1,Trash
9,9,gittikçe,1,Trash
9,10,artıyor,2,Event/Activity
9,11,kR8dIbcm1h,1,Trash
9,12,4WoUCp9IT4,1,Trash
10,1,Down,1,Trash
10,2,sendromlu,1,Trash
10,3,genç,1,Trash
10,4,işiyle,1,Trash
10,5,hayata,1,Trash
10,6,bağlandı,2,Event/Activity
10,7,İşim,1,Trash
10,8,Var,1,Trash
10,9,Benim,1,Trash
10,10,projesi,1,Trash
10,11,kapsamında,1,Trash
10,12,bir,1,Trash
10,13,konfeksiyon,6,Company
10,14,firmasında,6,Company
10,15,çalışmaya,2,Event/Activity
10,16,başlayan,1,Trash
10,17,down,1,Trash
10,18,sendromlu,1,Trash
10,19,Pultaş,3,Name
10,20,çalışma,2,Event/Activity
10,21,azmi,1,Trash
10,22,disipliniyle,1,Trash
10,23,herkese,1,Trash
10,24,örnek,1,Trash
10,25,oluyor,2,Event/Activity
10,26,2bWCmcxgEG,1,Trash
10,27,YLeOXCvVSi,1,Trash
11,1,60,1,Trash
11,2,saniyede,1,Trash
11,3,bugün,5,Date
11,4,rtDEBN9M5J,1,Trash
11,5,KwEGWTbEov,1,Trash
12,1,Idlib,4,Address
12,2,hava,1,Trash
12,3,saldırısı,1,Trash
12,4,16,1,Trash
12,5,sı,1,Trash
12,6,öğrenci,1,Trash
12,7,20,1,Trash
12,8,ölü,1,Trash
12,9,t6WVGnJg2w,1,Trash
12,10,4f1Nv2HPgb,1,Trash
13,1,ABD,4,Address
13,2,nin,1,Trash
13,3,cari,1,Trash
13,4,açığı,1,Trash
13,5,yüzde,1,Trash
13,6,26,1,Trash
13,7,arttı,1,Trash
13,8,3HsfVbY2ZS,1,Trash
13,9,dIEqnS44Xl,1,Trash
14,1,Afrin,4,Address
14,2,kültürel,1,Trash
14,3,miras,1,Trash
14,4,kara,1,Trash
14,5,propaganda,1,Trash
14,6,cengiztomar,11,ID
14,7,Afrin,4,Address
14,8,operasyonunun,1,Trash
14,9,başarısı,1,Trash
14,10,üzerine,1,Trash
14,11,Avrupa,9,Place
14,12,basını,1,Trash
14,13,sosyal,1,Trash
14,14,medyadaki,1,Trash
14,15,kara,1,Trash
14,16,propagandayı,2,Event/Activity
14,17,yazdı,2,Event/Activity
14,18,fnWsnK0YBi,1,Trash
14,19,jlK7R9r6SU,1,Trash
15,1,Altının,1,Trash
15,2,gram,1,Trash
15,3,fiyatı,1,Trash
15,4,tüm,1,Trash
15,5,zamanların,1,Trash
15,6,zirvesini,1,Trash
15,7,gördü,2,Event/Activity
15,8,tD8NF6lyjq,1,Trash
15,9,PPn4tekYzs,1,Trash
16,1,Başbakan,8,Job
16,2,Yıldırım,3,Name
16,3,16,1,Trash
16,4,yılda,5,Date
16,5,4,1,Trash
16,6,milyar,1,Trash
16,7,39,1,Trash
16,8,milyon,1,Trash
16,9,fidanı,1,Trash
16,10,toprakla,1,Trash
16,11,buluşturduk,2,Event/Activity
16,12,OznYkbfyz7,1,Trash
16,13,3uMLlRWe39,1,Trash
17,1,Zuckerberg,3,Name
17,2,serveti,1,Trash
17,3,yaklaşık,1,Trash
17,4,7,1,Trash
17,5,milyar,1,Trash
17,6,dolar,1,Trash
17,7,azaldı,2,Event/Activity
17,8,Facebook,6,Company
17,9,un,1,Trash
17,10,veri,1,Trash
17,11,skandalı,1,Trash
17,12,regülatörleri,1,Trash
17,13,harekete,2,Event/Activity
17,14,geçirdi,2,Event/Activity
17,15,ZY9F2VDJh8,1,Trash
17,16,rKrCah84ST,1,Trash
18,1,Artı,1,Trash
18,2,1,1,Trash
18,3,fark,1,Trash
18,4,la,1,Trash
18,5,ailesinin,1,Trash
18,6,mucize,1,Trash
18,7,si,1,Trash
18,8,oldu,1,Trash
18,9,Aile,6,Company
18,10,Sosyal,6,Company
18,11,Politikalar,6,Company
18,12,Bakanlığı,6,Company
18,13,Ankara,8,Job
18,14,İl,8,Job
18,15,Müdürü,8,Job
18,16,Bestami,3,Name
18,17,Erkoç,3,Name
18,18,29,5,Date
18,19,aylık,1,Trash
18,20,down,1,Trash
18,21,sendromlu,1,Trash
18,22,kızı,1,Trash
18,23,Reyyan,3,Name
18,24,koruyucu,1,Trash
18,25,ailesi,1,Trash
18,26,olduğu,2,Event/Activity
18,27,19,10,Contact
18,28,aylık,1,Trash
18,29,kızı,1,Trash
18,30,iki,1,Trash
18,31,oğluyla,1,Trash
18,32,büyük,1,Trash
18,33,bir,1,Trash
18,34,aile,1,Trash
18,35,olmanın,1,Trash
18,36,mutluluğunu,1,Trash
18,37,yaşıyor,2,Event/Activity
18,38,FcrEN28UGV,1,Trash
18,39,ED7kxaVgKS,1,Trash
19,1,CHP,6,Company
19,2,Sözcüsü,8,Job
19,3,Tezcan,3,Name
19,4,Siyasetin,1,Trash
19,5,görevi,1,Trash
19,6,güzel,1,Trash
19,7,bir,1,Trash
19,8,gelecek,5,Date
19,9,yaratmaktır,2,Event/Activity
19,10,25hIPFJI2N,1,Trash
19,11,ugDtNjbtPx,1,Trash
20,1,Cumhurbaşkanı,8,Job
20,2,Erdoğan,3,Name
20,3,Türkiye,4,Address
20,4,sınırları,1,Trash
20,5,boyunca,1,Trash
20,6,terörist,1,Trash
20,7,tehdidi,1,Trash
20,8,ortadan,1,Trash
20,9,kalkana,1,Trash
20,10,kadar,1,Trash
20,11,durmayacak,2,Event/Activity
20,12,ad92NUEai5,1,Trash
20,13,dX0dBIW5Bn,1,Trash
21,1,Türkiye,4,Address
21,2,mizi,1,Trash
21,3,kurtarmış,2,Event/Activity
21,4,bir,1,Trash
21,5,liderimiz,1,Trash
21,6,var,2,Event/Activity
21,7,Allah,3,Name
21,8,onu,1,Trash
21,9,başımızdan,1,Trash
21,10,eksik,2,Event/Activity
21,11,etmesin,2,Event/Activity
21,12,O,1,Trash
21,13,Kur,1,Trash
21,14,an,1,Trash
21,15,okurken,2,Event/Activity
21,16,biz,1,Trash
21,17,televizyon,1,Trash
21,18,karşısında,1,Trash
21,19,ağlıyoruz,2,Event/Activity
21,20,Üçüz,1,Trash
21,21,bebeklerine,1,Trash
21,22,Recep,3,Name
21,23,Tayyip,3,Name
21,24,Erdoğan,3,Name
21,25,ismini,2,Event/Activity
21,26,verdiler,2,Event/Activity
21,27,iuUEHQsBtu,1,Trash
21,28,6Z05bz6Mlw,1,Trash
22,1,2,1,Trash
22,2,kez,1,Trash
22,3,Büyük,9,Place
22,4,Ağrı,9,Place
22,5,16,1,Trash
22,6,kez,1,Trash
22,7,de,1,Trash
22,8,Erciyes,9,Place
22,9,Dağı,9,Place
22,10,nda,1,Trash
22,11,zirve,2,Event/Activity
22,12,yaptım,2,Event/Activity
22,13,Engelli,1,Trash
22,14,dağcının,1,Trash
22,15,hedefi,1,Trash
22,16,Everest,9,Place
22,17,O0nkJ04SC5,1,Trash
22,18,PMBJdSkcJo,1,Trash
23,1,AACanli,11,ID
23,2,Suriye,4,Address
23,3,nin,1,Trash
23,4,İdlib,4,Address
23,5,ilinde,1,Trash
23,6,savaş,1,Trash
23,7,uçaklarının,1,Trash
23,8,okul,1,Trash
23,9,çıkışı,1,Trash
23,10,öğrencileri,1,Trash
23,11,hedef,1,Trash
23,12,alan,1,Trash
23,13,hava,1,Trash
23,14,saldırısında,1,Trash
23,15,16,1,Trash
23,16,sı,1,Trash
23,17,öğrenci,1,Trash
23,18,toplam,1,Trash
23,19,20,1,Trash
23,20,sivil,1,Trash
23,21,h,1,Trash
24,1,Mehmetçik,6,Company
24,2,zorlu,1,Trash
24,3,arazi,1,Trash
24,4,şartlarında,1,Trash
24,5,terörist,1,Trash
24,6,takibinde,1,Trash
24,7,TSK,6,Company
24,8,nın,1,Trash
24,9,Irak,4,Address
24,10,ın,1,Trash
24,11,kuzeyindeki,1,Trash
24,12,terör,1,Trash
24,13,kamplarına,1,Trash
24,14,yönelik,1,Trash
24,15,operasyonları,1,Trash
24,16,zorlu,1,Trash
24,17,arazi,1,Trash
24,18,koşullarına,1,Trash
24,19,rağmen,1,Trash
24,20,başarıyla,1,Trash
24,21,sürüyor,2,Event/Activity
24,22,wI0IkSLaKR,1,Trash
24,23,8U1upcIl2d,1,Trash
25,1,Sağlık,6,Company
25,2,Bakanlığı,6,Company
25,3,Deniz,3,Name
25,4,Baykal,3,Name
25,5,ın,1,Trash
25,6,genel,1,Trash
25,7,durumu,1,Trash
25,8,iyi,1,Trash
25,9,bilinci,2,Event/Activity
25,10,açık,2,Event/Activity
25,11,durumda,1,Trash
25,12,pkpyzpL9ow,1,Trash
25,13,8abOl7HAY9,1,Trash
26,1,10,1,Trash
26,2,dernek,1,Trash
26,3,8,1,Trash
26,4,bin,1,Trash
26,5,842,1,Trash
26,6,su,1,Trash
26,7,kuyusu,1,Trash
26,8,açtı,2,Event/Activity
26,9,Türkiye,4,Address
26,10,dünya,9,Place
26,11,ülkelerine,9,Place
26,12,can,1,Trash
26,13,suyu,1,Trash
26,14,taşıyor,2,Event/Activity
26,15,RGfPVMal1R,1,Trash
26,16,DhTtO0NJ6r,1,Trash
27,1,Yarın,5,Date
27,2,Regaip,3,Name
27,3,Kandili,3,Name
27,4,İslam,3,Name
27,5,aleminde,1,Trash
27,6,mübarek,1,Trash
27,7,kabul,1,Trash
27,8,edilen,1,Trash
27,9,recep,1,Trash
27,10,şaban,1,Trash
27,11,ramazan,1,Trash
27,12,aylarını,1,Trash
27,13,kapsayan,1,Trash
27,14,üç,1,Trash
27,15,ayların,1,Trash
27,16,habercisi,1,Trash
27,17,Regaip,3,Name
27,18,Kandili,3,Name
27,19,yarın,5,Date
27,20,idrak,2,Event/Activity
27,21,edilecek,2,Event/Activity
27,22,Vmfq7eILMw,1,Trash
27,23,XaxCrB3z37,1,Trash
28,1,Dışişleri,8,Job
28,2,Bakanı,8,Job
28,3,Çavuşoğlu,3,Name
28,4,ABD,4,Address
28,5,ile,1,Trash
28,6,anlaşma,1,Trash
28,7,değil,1,Trash
28,8,anlayış,1,Trash
28,9,birliğine,2,Event/Activity
28,10,vardık,2,Event/Activity
28,11,c8u4im72BB,1,Trash
28,12,ioA4uioTSP,1,Trash
29,1,1,1,Trash
29,2,başarıya,1,Trash
29,3,engel,1,Trash
29,4,değil,1,Trash
29,5,Down,1,Trash
29,6,sendromlu,1,Trash
29,7,bireyler,1,Trash
29,8,erken,1,Trash
29,9,eğitim,1,Trash
29,10,programları,1,Trash
29,11,fizyoterapi,1,Trash
29,12,dil,1,Trash
29,13,terapisi,1,Trash
29,14,alternatif,1,Trash
29,15,terapiler,1,Trash
29,16,oyun,1,Trash
29,17,grupları,1,Trash
29,18,sayesinde,1,Trash
29,19,artık,1,Trash
29,20,lise,1,Trash
29,21,hatta,1,Trash
29,22,üniversite,1,Trash
29,23,bitirebiliyor,2,Event/Activity
29,24,pUxJjONMYG,1,Trash
29,25,DownSendromuFarkındalıkGünü,5,Date
29,26,xeTu7ViYgo,1,Trash
30,1,CHP,6,Company
30,2,Genel,8,Job
30,3,Başkanı,8,Job
30,4,Kılıçdaroğlu,3,Name
30,5,Aşık,3,Name
30,6,Veysel,3,Name
30,7,i,1,Trash
30,8,andı,1,Trash
30,9,Aj7ul6c4QM,1,Trash
30,10,yMHHDfznif,1,Trash
31,1,Türk,3,Name
31,2,komandosu,1,Trash
31,3,Afrin,4,Address
31,4,de,1,Trash
31,5,destan,1,Trash
31,6,yazıyor,1,Trash
31,7,ZeytinDalıHarekatı,3,Name
31,8,kapsamında,1,Trash
31,9,Afrin,4,Address
31,10,sevk,1,Trash
31,11,edilen,1,Trash
31,12,terör,1,Trash
31,13,örgütlerinin,1,Trash
31,14,korkulu,1,Trash
31,15,rüyası,1,Trash
31,16,olan,1,Trash
31,17,komandolar,1,Trash
31,18,bölgedeki,1,Trash
31,19,savaş,1,Trash
31,20,mağdurlarının,1,Trash
31,21,umudu,2,Event/Activity
31,22,oldu,2,Event/Activity
31,23,u4ddWybgCv,1,Trash
31,24,4r1xpwM90b,1,Trash
32,1,AACanli,11,ID
32,2,CumhurbaşkanıErdoğan,3,Name
32,3,Neymiş,1,Trash
32,4,Münbiç,4,Address
32,5,ten,1,Trash
32,6,çıkmayacaklarmış,2,Event/Activity
32,7,Bir,1,Trash
32,8,defa,1,Trash
32,9,sizin,1,Trash
32,10,bırakınız,2,Event/Activity
32,11,oradan,1,Trash
32,12,çıkmamayı,1,Trash
32,13,orada,1,Trash
32,14,bulunmaya,1,Trash
32,15,hakkın,1,Trash
33,1,Okul,1,Trash
33,2,sıralarıyla,1,Trash
33,3,92,1,Trash
33,4,yaşında,1,Trash
33,5,buluştu,2,Event/Activity
33,6,Okuma,1,Trash
33,7,yazma,1,Trash
33,8,seferberliği,1,Trash
33,9,kapsamında,1,Trash
33,10,açılan,1,Trash
33,11,kursa,1,Trash
33,12,katılan,1,Trash
33,13,92,1,Trash
33,14,yaşındaki,1,Trash
33,15,Güllü,3,Name
33,16,Saraç,3,Name
33,17,yıllar,1,Trash
33,18,sonra,1,Trash
33,19,okul,1,Trash
33,20,sıralarıyla,1,Trash
33,21,buluşmanın,2,Event/Activity
33,22,mutluluğunu,1,Trash
33,23,yaşıyor,2,Event/Activity
33,24,78igFSSxY6,1,Trash
33,25,x6A8EujC7n,1,Trash
34,1,AACanli,11,ID
34,2,CumhurbaşkanıErdoğan,3,Name
34,3,Afrin,4,Address
34,4,şehir,9,Place
34,5,merkezi,9,Place
34,6,kontrol,2,Event/Activity
34,7,altına,2,Event/Activity
34,8,alındı,2,Event/Activity
34,9,Hemen,1,Trash
34,10,süratle,1,Trash
34,11,okulları,9,Place
34,12,bakıma,1,Trash
34,13,aldık,2,Event/Activity
34,14,Hastaneleri,9,Place
34,15,hepsini,1,Trash
34,16,b,1,Trash
35,1,PYD,6,Company
35,2,PKK,6,Company
35,3,yanlıları,1,Trash
35,4,Çeçenistan,4,Address
35,5,savaşından,1,Trash
35,6,Afrin,2,Event/Activity
35,7,yalanı,1,Trash
35,8,üretti,2,Event/Activity
35,9,ZeytinDalıHarekatı,2,Event/Activity
35,10,nı,1,Trash
35,11,karalamak,2,Event/Activity
35,12,isteyen,1,Trash
35,13,terör,1,Trash
35,14,örgütü,1,Trash
35,15,PYD,6,Company
35,16,PKK,6,Company
35,17,destekçileri,1,Trash
35,18,yalanlarına,1,Trash
35,19,devam,2,Event/Activity
35,20,ediyor,2,Event/Activity
35,21,1wSe1jV8xC,1,Trash
35,22,mrEKreuIzR,1,Trash
36,1,AACanli,11,ID
36,2,Cumhurbaşkanı,6,Company
36,3,Erdoğan,3,Name
36,4,Zeytin,2,Event/Activity
36,5,Dalı,2,Event/Activity
36,6,Harekatı,2,Event/Activity
36,7,nın,1,Trash
36,8,başlangıcından,1,Trash
36,9,bu,1,Trash
36,10,yana,1,Trash
36,11,3698,1,Trash
36,12,teröristin,1,Trash
36,13,etkisiz,1,Trash
36,14,hale,1,Trash
36,15,getirildiğini,2,Event/Activity
36,16,açıkladı,2,Event/Activity
37,1,15,5,Date
37,2,Temmuz,5,Date
37,3,Şehidi,1,Trash
37,4,Münir,3,Name
37,5,Alkan,3,Name
37,6,ın,1,Trash
37,7,eşi,1,Trash
37,8,Aylin,3,Name
37,9,Alkan,3,Name
37,10,O,1,Trash
37,11,gece,1,Trash
37,12,uyudum,1,Trash
37,13,diyen,2,Event/Activity
37,14,havaya,1,Trash
37,15,sıktım,2,Event/Activity
37,16,ateş,2,Event/Activity
37,17,etmedim,2,Event/Activity
37,18,diyen,2,Event/Activity
37,19,asker,1,Trash
37,20,üniforması,1,Trash
37,21,giyip,2,Event/Activity
37,22,korktum,2,Event/Activity
37,23,ya,1,Trash
37,24,da,1,Trash
37,25,ağladım,2,Event/Activity
37,26,diyen,2,Event/Activity
37,27,herkesten,1,Trash
37,28,şikayetçiyim,2,Event/Activity
37,29,Ely2yXjQjD,1,Trash
37,30,x158gqYVO8,1,Trash
38,1,AACanli,11,ID
38,2,CumhurbaşkanıErdoğan,3,Name
38,3,Bugün,5,Date
38,4,burada,9,Place
38,5,Daha,1,Trash
38,6,Yeşil,1,Trash
38,7,Bir,1,Trash
38,8,Türkiye,4,Address
38,9,yi,1,Trash
38,10,Birlikte,1,Trash
38,11,İnşa,2,Event/Activity
38,12,Edelim,2,Event/Activity
38,13,sloganıyla,1,Trash
38,14,yeni,1,Trash
38,15,bir,1,Trash
38,16,hamle,1,Trash
38,17,başlatıyoruz,2,Event/Activity
41,9,PKK,1,Trash
43,1,AACanli,1,Trash
44,1,İTO,1,Trash
44,2,İSO,1,Trash
44,3,İSTİB,1,Trash
44,4,DTO,1,Trash
44,5,İstanbul,9,Place
44,6,daki,1,Trash
44,7,oda,1,Trash
44,8,borsalarda,1,Trash
44,9,seçim,1,Trash
44,10,rüzgarı,1,Trash
44,11,esiyor,2,Event/Activity
44,12,zgW3fXSStp,1,Trash
44,13,hPBizFWyX9,1,Trash
45,1,Sayenizde,1,Trash
45,2,terör,1,Trash
45,3,örgütü,1,Trash
45,4,PKK,1,Trash
45,5,dan,1,Trash
45,6,kurtulduk,2,Event/Activity
45,7,ZeytinDalıHarekatı,1,Trash
45,8,kapsamında,1,Trash
45,9,terör,1,Trash
45,10,örgütü,1,Trash
45,11,YPG,1,Trash
45,12,PKK,1,Trash
45,13,nın,1,Trash
45,14,işgalinden,1,Trash
45,15,kurtarılan,1,Trash
45,16,Afrin,9,Place
45,17,deki,1,Trash
45,18,siviller,1,Trash
45,19,özgürlüklerine,1,Trash
45,20,kavuşmanın,1,Trash
45,21,sevincini,1,Trash
45,22,yaşıyor,1,Trash
45,23,n9fjCPVaJ4,1,Trash
46,1,Bilinçsiz,1,Trash
46,2,kullanım,2,Event/Activity
46,3,hem,1,Trash
46,4,cana,1,Trash
46,5,hem,1,Trash
46,6,bütçeye,1,Trash
46,7,zarar,1,Trash
46,8,Devlet,1,Trash
46,9,ilaca,1,Trash
46,10,25,1,Trash
46,11,milyar,1,Trash
46,12,lira,1,Trash
46,13,ödedi,2,Event/Activity
46,14,FGNGBkQ4lZ,1,Trash
46,15,yD2g5sDJlZ,1,Trash
47,1,AACanli,11,ID
47,3,BaşbakanYıldırım,3,Name
48,1,Sadece,1,Trash
48,2,YPG,1,Trash
48,3,nin,1,Trash
48,4,Münbiç,3,Name
48,5,ten,1,Trash
48,6,çekilmesi,1,Trash
48,7,yetmez,1,Trash
48,8,Münbiç,3,Name
48,9,ten,1,Trash
48,10,sonra,1,Trash
48,11,sıra,1,Trash
48,12,diğer,1,Trash
48,13,şehirlere,1,Trash
48,14,gelecek,1,Trash
48,15,Dışişleri,1,Trash
48,16,Bakanı,1,Trash
48,17,Çavuşoğlu,3,Name
48,18,ndan,1,Trash
48,19,açıklama,1,Trash
48,20,oJ9s2T7yqv,1,Trash
48,21,HKBsygj0lr,1,Trash
49,1,Başarılarının,1,Trash
49,2,sırrı,1,Trash
49,3,dostlukları,1,Trash
49,4,Babaları,1,Trash
49,5,kalp,1,Trash
49,6,krizi,1,Trash
49,7,geçirdikten,1,Trash
49,8,sonra,1,Trash
49,9,maddi,1,Trash
49,10,imkansızlıkları,1,Trash
49,11,aşmak,1,Trash
49,12,için,1,Trash
49,13,annelerine,1,Trash
49,14,yardım,1,Trash
49,15,eden,1,Trash
49,16,iki,1,Trash
49,17,down,1,Trash
49,18,sendromlu,1,Trash
49,19,arkadaş,1,Trash
49,20,dostluklarıyla,1,Trash
49,21,engelleri,1,Trash
49,22,aşarak,1,Trash
49,23,başarı,1,Trash
49,24,için,1,Trash
49,25,mücadele,1,Trash
49,26,veriyor,1,Trash
49,27,ZRGuk6p97n,1,Trash
49,28,DownSendromuFarkındalıkGünü,1,Trash
49,29,fygZlTG3aD,1,Trash
50,1,Türkiye,9,Place
50,2,de,1,Trash
50,3,konut,1,Trash
50,4,satışı,2,Event/Activity
50,5,azaldı,2,Event/Activity
50,6,v8lkeC8U8C,1,Trash
50,7,96q2TDB3ld,1,Trash
51,1,Başbakan,1,Trash
51,2,Yardımcısı,1,Trash
51,3,Akdağ,3,Name
51,4,Afrin,2,Event/Activity
51,5,de,1,Trash
51,6,29,1,Trash
51,7,noktada,1,Trash
51,8,yiyecek,1,Trash
51,9,hijyen,1,Trash
51,10,paketleri,1,Trash
51,11,dağıtıldı,2,Event/Activity
51,12,deSW7zHlvf,1,Trash
51,13,xlJY2wVeeC,1,Trash
52,1,Nefer,1,Trash
52,2,li,1,Trash
52,3,zırhlılar,1,Trash
52,4,göreve,1,Trash
52,5,başladı,1,Trash
52,6,Komuta,1,Trash
52,7,devriye,1,Trash
52,8,araçları,1,Trash
52,9,için,1,Trash
52,10,geliştirilen,1,Trash
52,11,gizli,1,Trash
52,12,zırhlama,1,Trash
52,13,sistemi,1,Trash
52,14,Nefer,1,Trash
52,15,güvenlik,1,Trash
52,16,güçlerinin,1,Trash
52,17,kullanımına,1,Trash
52,18,sunuldu,1,Trash
52,19,DPorVh4DeJ,1,Trash
52,20,G2Gg1Ra1or,1,Trash
53,1,AACanli,1,Trash
53,2,Dışişleri,8,Job
53,3,Bakanı,8,Job
53,4,Çavuşoğlu,3,Name
53,5,Münbiçten,9,Place
53,6,sonra,1,Trash
53,7,sıra,1,Trash
53,8,diğer,1,Trash
53,9,şehirlere,1,Trash
53,10,gelecektir,1,Trash
53,11,Sadece,1,Trash
53,12,Münbiç,9,Place
53,13,sadece,1,Trash
53,14,YPG,1,Trash
53,15,nin,1,Trash
53,16,Münbiç,9,Place
53,17,ten,1,Trash
53,18,çekilm,1,Trash
54,1,AACanli,1,Trash
54,2,Dışişleri,8,Job
54,3,Bakanı,8,Job
54,4,Çavuşoğlu,3,Name
54,5,ABD,9,Place
54,6,ile,1,Trash
54,7,Çalışma,1,Trash
54,8,grubunun,1,Trash
54,9,yol,1,Trash
54,10,haritasını,1,Trash
54,11,mutabakata,1,Trash
54,12,bağlarsak,1,Trash
54,13,anlaştık,1,Trash
54,14,diyebiliriz,1,Trash
54,15,Şimdi,1,Trash
54,16,bir,1,Trash
55,1,PYD,1,Trash
55,2,PKK,1,Trash
55,3,yanlıları,1,Trash
55,4,Çeçenistan,9,Place
55,5,savaşından,1,Trash
55,6,Afrin,9,Place
55,7,yalanı,1,Trash
55,8,üretti,1,Trash
55,9,ZeytinDalıHarekatı,2,Event/Activity
55,10,nı,1,Trash
55,11,karalamak,1,Trash
55,12,isteyen,1,Trash
55,13,terör,1,Trash
55,14,örgütü,1,Trash
55,15,PYD,1,Trash
55,16,PKK,1,Trash
