doc_id,token_id,text,c_id,c_name
26,9,Türkiye,4,Address
26,10,dünya,9,Place
26,11,ülkelerine,9,Place
26,14,taşıyor,2,Event/Activity
27,1,Yarın,5,Date
27,2,Regaip,3,Name
27,3,Kandili,3,Name
27,4,İslam,3,Name
27,17,Regaip,3,Name
27,18,Kandili,3,Name
27,19,yarın,5,Date
27,20,idrak,2,Event/Activity
27,21,edilecek,2,Event/Activity
28,1,Dışişleri,8,Job
28,2,Bakanı,8,Job
28,3,Çavuşoğlu,3,Name
28,4,ABD,4,Address
28,9,birliğine,2,Event/Activity
28,10,vardık,2,Event/Activity
29,23,bitirebiliyor,2,Event/Activity
29,25,DownSendromuFarkındalıkGünü,5,Date
30,1,CHP,6,Company
30,2,Genel,8,Job
30,3,Başkanı,8,Job
30,4,Kılıçdaroğlu,3,Name
30,5,Aşık,3,Name
30,6,Veysel,3,Name
31,1,Türk,3,Name
31,3,Afrin,4,Address
31,7,ZeytinDalıHarekatı,3,Name
31,9,Afrin,4,Address
31,21,umudu,2,Event/Activity
31,22,oldu,2,Event/Activity
32,1,AACanli,11,ID
32,2,CumhurbaşkanıErdoğan,3,Name
32,4,Münbiç,4,Address
32,6,çıkmayacaklarmış,2,Event/Activity
32,10,bırakınız,2,Event/Activity
33,5,buluştu,2,Event/Activity
33,15,Güllü,3,Name
33,16,Saraç,3,Name
33,21,buluşmanın,2,Event/Activity
33,23,yaşıyor,2,Event/Activity
34,1,AACanli,11,ID
34,2,CumhurbaşkanıErdoğan,3,Name
34,3,Afrin,4,Address
34,4,şehir,9,Place
34,5,merkezi,9,Place
34,6,kontrol,2,Event/Activity
34,7,altına,2,Event/Activity
34,8,alındı,2,Event/Activity
34,11,okulları,9,Place
34,13,aldık,2,Event/Activity
34,14,Hastaneleri,9,Place
35,1,PYD,6,Company
35,2,PKK,6,Company
35,4,Çeçenistan,4,Address
35,6,Afrin,2,Event/Activity
35,8,üretti,2,Event/Activity
35,9,ZeytinDalıHarekatı,2,Event/Activity
35,11,karalamak,2,Event/Activity
35,15,PYD,6,Company
35,16,PKK,6,Company
35,19,devam,2,Event/Activity
35,20,ediyor,2,Event/Activity
36,1,AACanli,11,ID
36,2,Cumhurbaşkanı,6,Company
36,3,Erdoğan,3,Name
36,4,Zeytin,2,Event/Activity
36,5,Dalı,2,Event/Activity
36,6,Harekatı,2,Event/Activity
36,15,getirildiğini,2,Event/Activity
36,16,açıkladı,2,Event/Activity
37,1,15,5,Date
37,2,Temmuz,5,Date
37,4,Münir,3,Name
37,5,Alkan,3,Name
37,8,Aylin,3,Name
37,9,Alkan,3,Name
37,13,diyen,2,Event/Activity
37,15,sıktım,2,Event/Activity
37,16,ateş,2,Event/Activity
37,17,etmedim,2,Event/Activity
37,18,diyen,2,Event/Activity
37,21,giyip,2,Event/Activity
37,22,korktum,2,Event/Activity
37,25,ağladım,2,Event/Activity
37,26,diyen,2,Event/Activity
37,28,şikayetçiyim,2,Event/Activity
38,1,AACanli,11,ID
38,2,CumhurbaşkanıErdoğan,3,Name
38,3,Bugün,5,Date
38,4,burada,9,Place
38,8,Türkiye,4,Address
38,11,İnşa,2,Event/Activity
38,12,Edelim,2,Event/Activity
38,17,başlatıyoruz,2,Event/Activity
44,5,İstanbul,9,Place
44,11,esiyor,2,Event/Activity
45,6,kurtulduk,2,Event/Activity
45,16,Afrin,9,Place
46,2,kullanım,2,Event/Activity
46,13,ödedi,2,Event/Activity
47,1,AACanli,11,ID
47,3,BaşbakanYıldırım,3,Name
48,4,Münbiç,3,Name
48,8,Münbiç,3,Name
48,17,Çavuşoğlu,3,Name
50,1,Türkiye,9,Place
50,4,satışı,2,Event/Activity
50,5,azaldı,2,Event/Activity
51,3,Akdağ,3,Name
51,4,Afrin,2,Event/Activity
51,11,dağıtıldı,2,Event/Activity
53,2,Dışişleri,8,Job
53,3,Bakanı,8,Job
53,4,Çavuşoğlu,3,Name
53,5,Münbiçten,9,Place
53,12,Münbiç,9,Place
53,16,Münbiç,9,Place
54,2,Dışişleri,8,Job
54,3,Bakanı,8,Job
54,4,Çavuşoğlu,3,Name
54,5,ABD,9,Place
55,4,Çeçenistan,9,Place
55,6,Afrin,9,Place
55,9,ZeytinDalıHarekatı,2,Event/Activity
56,1,Ekonomi,8,Job
56,2,Bakanı,8,Job
56,3,Zeybekci,3,Name
56,4,Malta,9,Place
57,3,ozanı,8,Job
57,4,Aşık,3,Name
57,5,Veysel,3,Name
57,6,Şatıroğlu,3,Name
58,1,Cumhurbaşkanı,8,Job
58,4,Genel,8,Job
58,5,Başkanı,8,Job
58,6,Erdoğan,3,Name
58,11,milletvekiliyle,8,Job
59,8,Afrin,9,Place
60,1,Dışişleri,8,Job
60,2,Bakanı,8,Job
60,3,Çavuşoğlu,3,Name
61,11,ÖSO,6,Company
61,12,Afrin,9,Place
61,14,YPG,6,Company
61,15,PKK,6,Company
62,1,Bugün,5,Date
62,5,Tebessüm,9,Place
62,6,Kahvesi,9,Place
62,11,Emrah,3,Name
62,20,YouTube,6,Company
62,23,DownSendromuFarkındalıkGünü,2,Event/Activity
64,1,AACanli,11,ID
64,3,Galatasaray,8,Job
64,4,Başkanı,8,Job
64,5,Mustafa,3,Name
64,6,Cengiz,3,Name
65,1,SGK,6,Company
66,1,PKK,6,Company
67,8,15Temmuz,2,Event/Activity
67,16,Fetullahçı,6,Company
67,17,Terör,6,Company
67,18,Örgütü,6,Company
67,27,Mehmet,3,Name
67,28,Şengül,3,Name
67,30,Kıbrıs,4,Address
67,33,AA,6,Company
68,4,ZeytinDalıHarekatı,2,Event/Activity
69,1,Fetullahçı,6,Company
69,2,Terör,6,Company
69,3,Örgütü,6,Company
69,5,Deniz,6,Company
69,6,Kuvvetleri,6,Company
69,7,Komutanlığı,6,Company
69,8,astsubay,8,Job
69,14,İstanbul,9,Place
70,1,Belarus,4,Address
70,3,Ankara,8,Job
70,4,Büyükelçisi,8,Job
70,6,Nasreddin,3,Name
70,7,Hoca,3,Name
72,1,AACanli,11,ID
72,3,Milli,8,Job
72,4,eskrimciler,8,Job
72,5,Deniz,3,Name
72,6,Selin,3,Name
72,7,Ünlüdağ,3,Name
72,8,Aylin,3,Name
72,9,Çakır,3,Name
72,10,AASporMasası,2,Event/Activity
73,1,Aile,8,Job
73,2,Sosyal,8,Job
73,3,Politikalar,8,Job
73,4,Bakanı,8,Job
73,5,Kaya,3,Name
73,7,Zeytin,2,Event/Activity
73,8,Dalı,2,Event/Activity
74,4,Yunanistan,4,Address
74,12,FETÖ,6,Company
75,1,aa_spor,11,ID
75,3,Kadınlar,2,Event/Activity
75,4,CEV,2,Event/Activity
75,5,Kupasında,2,Event/Activity
76,1,İsrail,6,Company
76,2,Suriye,9,Place
77,1,Cumhurbaşkanı,8,Job
77,2,Erdoğan,3,Name
77,5,MHP,8,Job
77,6,Milletvekili,8,Job
77,7,emekli,8,Job
77,8,büyükelçi,8,Job
77,9,Bölükbaşı,3,Name
78,1,ZeytinDalıHarekatı,2,Event/Activity
78,3,Afrin,9,Place
78,5,PYD,6,Company
78,6,PKK,6,Company
78,11,Mehmetçik,6,Company
78,12,ilçe,9,Place
78,13,merkezinde,9,Place
79,1,TSK,6,Company
79,2,ÖSO,6,Company
79,4,Afrin,9,Place
79,18,ZeytinDalıHarekatı,2,Event/Activity
80,1,ZeytinDalıHarekatı,2,Event/Activity
80,3,PYD,6,Company
80,4,PKK,6,Company
80,8,Afrin,9,Place
80,14,teröristlerin,9,Place
80,15,mezarlığı,9,Place
81,1,İHH,6,Company
81,2,ZeytinDalıHarekatı,2,Event/Activity
81,6,PYD,6,Company
81,7,PKK,6,Company
81,10,Afrin,9,Place
82,7,Oyuncu,8,Job
82,8,Durul,3,Name
82,9,Bazan,3,Name
82,10,Fetullahçı,6,Company
82,11,Terör,6,Company
82,12,Örgütü,6,Company
82,21,15,9,Place
82,22,Temmuz,9,Place
82,23,Şehitler,9,Place
82,24,Köprüsü,9,Place
83,3,YPG,6,Company
83,4,PKK,6,Company
83,7,Afrin,9,Place
83,8,bölgesinde,9,Place
84,5,hakim,8,Job
84,6,savcı,8,Job
84,9,hakim,8,Job
84,13,Fetullahçı,6,Company
84,14,Terör,6,Company
84,15,Örgütü,6,Company
84,17,hakim,8,Job
84,18,savcı,8,Job
84,19,çalışma,9,Place
84,20,evleri,9,Place
85,1,Fetullahçı,6,Company
85,2,Terör,6,Company
85,3,Örgütü,6,Company
86,1,Komiserlik,8,Job
86,4,polis,8,Job
86,5,öğretmen,8,Job
87,9,Türk,6,Company
87,10,Silahlı,6,Company
87,11,Kuvvetlerinin,6,Company
87,14,Afrin,9,Place
88,1,Üsküdar,6,Company
88,2,Belediyesi,6,Company
88,4,Tebessüm,9,Place
88,5,Kahvesi,9,Place
88,10,Emrah,3,Name
88,26,YouTube,6,Company
89,1,CHP,8,Job
89,2,Genel,8,Job
89,3,Başkanı,8,Job
89,4,Kılıçdaroğlu,3,Name
89,5,Nevruz,5,Date
89,6,Bayramı,5,Date
90,15,Ordu,8,Job
90,16,Komutanı,8,Job
90,17,Korgeneral,8,Job
90,18,İsmail,3,Name
90,19,Metin,3,Name
90,20,Temel,3,Name
90,22,Afrin,9,Place
92,1,Deniz,3,Name
92,2,Baykal,3,Name
92,5,Münih,9,Place
92,7,Sağlık,6,Company
92,8,Bakanlığına,6,Company
92,12,Ankara,9,Place
92,15,Baykal,3,Name
92,18,Gülhane,6,Company
92,19,Eğitim,6,Company
92,20,Araştırma,6,Company
92,21,Hastanesi,6,Company
93,1,Eski,8,Job
93,2,MHP,8,Job
93,3,Milletvekili,8,Job
93,4,emekli,8,Job
93,5,büyükelçi,8,Job
93,6,Deniz,4,Address
93,7,Bölükbaşı,3,Name
94,1,AACanli,11,ID
94,2,Ankara,6,Company
94,3,Cumhuriyet,6,Company
94,4,Başsavcılığı,6,Company
94,7,Polislikten,8,Job
94,8,Komiserliğe,8,Job
94,13,FETÖ,6,Company
95,1,ABD,9,Place
95,3,Austin,9,Place
95,7,alışveriş,9,Place
95,8,mağazasında,9,Place
95,17,ABD,9,Place
96,1,Üniversitelerin,9,Place
96,5,Boğaziçi,9,Place
96,6,Üniversitesi,9,Place
96,8,Afrin,9,Place
98,1,Afrin,9,Place
98,6,TSK,6,Company
101,1,Bugün,5,Date
101,3,FETÖ,6,Company
101,4,PDY,6,Company
102,1,AACanli,11,ID
102,2,TSK,6,Company
102,3,Afrin,9,Place
102,6,köyde,9,Place
102,12,Türk,6,Company
102,13,Silahlı,6,Company
102,14,Kuvvetlerine,6,Company
109,1,ABD,9,Place
112,7,HSK,6,Company
114,1,Gazze,9,Place
120,1,Amazon,6,Company
120,2,dünyanın,9,Place
123,1,Avusturya,9,Place
123,5,ülkeden,9,Place
124,1,Yunanistan,9,Place
124,2,Gümülicne,9,Place
124,5,Ziraat,6,Company
124,6,Bankası,6,Company
124,7,şubesine,9,Place
125,1,Hollanda,9,Place
125,3,savcılık,8,Job
125,4,cami,9,Place
125,10,PEGIDA,2,Event/Activity
125,11,hareketi,2,Event/Activity
126,4,Türkiye,9,Place
127,1,İsrail,9,Place
128,1,aa_spor,6,Company
128,2,Darüşşafaka,6,Company
128,3,sahasında,9,Place
128,4,Bayern,6,Company
128,5,Münih,6,Company
128,15,ULEB,2,Event/Activity
128,16,Avrupa,2,Event/Activity
128,17,Kupası,2,Event/Activity
128,21,maçında,2,Event/Activity
129,1,İngiltere,9,Place
129,2,Hava,6,Company
129,3,Kuvvetlerine,6,Company
130,1,Doğu,9,Place
130,2,Guta,9,Place
130,12,Esed,3,Name
130,15,Doğu,9,Place
130,16,Guta,9,Place
131,2,THY,6,Company
131,3,Avrupa,6,Company
131,4,Ligi,6,Company
131,6,Fenerbahçe,6,Company
131,7,Doğuş,6,Company
131,8,İsrail,9,Place
131,10,Maccabi,6,Company
131,11,FOX,6,Company
132,3,Zeytin,2,Event/Activity
132,4,Dalı,6,Company
132,5,Harekatı,2,Event/Activity
132,11,Mehmetçik,6,Company
132,12,Vakfına,6,Company
132,14,KKTC,9,Place
132,16,ZeytinDalıHarekatı,2,Event/Activity
133,1,Karagöz,3,Name
133,7,Geleneksel,6,Company
133,8,Türk,2,Event/Activity
133,9,gölge,2,Event/Activity
133,10,oyununun,2,Event/Activity
133,12,Suat,3,Name
133,13,Veral,3,Name
133,21,Merve,3,Name
133,27,Türkiye,9,Place
133,31,Karagöz,3,Name
134,1,Fetullahçı,6,Company
134,2,Terör,6,Company
134,3,Örgütü,6,Company
134,5,15Temmuz,2,Event/Activity
134,6,darbe,2,Event/Activity
134,13,Akıncı,9,Place
134,14,Üssü,9,Place
135,1,Fetullahçı,6,Company
135,2,Terör,6,Company
135,3,Örgütü,6,Company
135,5,Çorum,9,Place
135,6,İmamı,8,Job
136,2,askerini,8,Job
136,8,Afrin,9,Place
137,1,İsrail,9,Place
137,2,Başbakanı,8,Job
137,3,Netanyahu,3,Name
139,2,umudu,6,Company
139,4,Kızılayı,6,Company
140,1,aa_spor,6,Company
140,2,Voleybol,2,Event/Activity
140,3,Erkekler,2,Event/Activity
140,4,CEV,2,Event/Activity
140,5,Kupası,2,Event/Activity
140,7,Ziraat,6,Company
140,8,Bankası,6,Company
140,12,Ziraat,6,Company
140,13,Bankası,6,Company
140,16,Rusya,9,Place
140,18,Belogorie,9,Place
141,1,Afrin,9,Place
141,10,Kimyasal,6,Company
141,11,Silahların,6,Company
141,12,Yasaklanması,6,Company
141,13,Örgütü,6,Company
141,14,Genel,8,Job
141,15,Direktörü,8,Job
141,16,Üzümcü,3,Name
141,18,Afrin,9,Place
142,1,ABD,9,Place
142,2,Başkanı,8,Job
142,3,Trump,3,Name
142,7,Selman,3,Name
142,8,ile,9,Place
142,10,Beyaz,9,Place
142,11,Saray,9,Place
142,22,ile,9,Place
142,23,İran,9,Place
143,1,AK,6,Company
143,2,Parti,6,Company
143,4,İstanbul,9,Place
143,7,ilçe,8,Job
143,8,başkan,8,Job
144,15,Fetullahçı,6,Company
144,16,Terör,6,Company
144,17,Örgütü,2,Event/Activity
144,19,darbe,2,Event/Activity
144,20,girişiminde,2,Event/Activity
144,21,15,9,Place
144,22,Temmuz,9,Place
144,23,Şehitler,9,Place
144,24,Köprüsü,9,Place
144,29,Karmil,3,Name
145,1,Bölge,8,Job
145,14,2,8,Job
145,16,Komutanı,8,Job
145,17,Korgeneral,8,Job
145,19,Metin,3,Name
145,22,Afrin,9,Place
146,4,Afrin,9,Place
147,1,AK,6,Company
147,2,Parti,6,Company
147,4,Ünal,3,Name
147,5,Seçimler,2,Event/Activity
148,1,Almanya,9,Place
148,3,cami,9,Place
149,3,Afrin,9,Place
149,11,Komutanı,8,Job
149,20,Suriye,9,Place
149,23,arındırılan,3,Name
150,1,AACanli,6,Company
150,2,Beşşar,3,Name
150,3,Esed,3,Name
150,6,Doğu,9,Place
150,7,Guta,9,Place
151,1,İsrail,9,Place
151,2,mahkemesi,9,Place
151,4,Filistin,9,Place
151,5,İslami,2,Event/Activity
151,6,Hareketi,2,Event/Activity
151,8,Raid,3,Name
151,9,Salah,3,Name
151,16,Raid,3,Name
151,17,Salah,3,Name
152,1,Fetullahçı,6,Company
152,2,Terör,6,Company
152,3,Örgütü,6,Company
153,12,YouTube,6,Company
154,1,Gana,9,Place
155,1,Facebook,6,Company
156,1,Bakan,8,Job
156,2,Kaya,3,Name
156,4,Zeytin,2,Event/Activity
156,5,Dalı,2,Event/Activity
157,1,Omid,3,Name
157,2,Shamizi,3,Name
157,3,İran,9,Place
157,5,ABD,9,Place
157,7,Suriye,9,Place
158,1,Facebook,6,Company
158,4,Zuckerberg,3,Name
158,5,İngiltere,9,Place
159,1,ABD,9,Place
159,3,lisede,9,Place
160,3,binalarda,9,Place
160,11,Afrin,9,Place
160,13,binalarda,9,Place
161,1,Şırnak,9,Place
162,3,Afrin,9,Place
163,1,AACanli,11,ID
163,2,Voleybol,2,Event/Activity
163,3,Erkekler,2,Event/Activity
163,4,CEV,2,Event/Activity
163,5,Kupası,2,Event/Activity
163,9,Ziraat,6,Company
163,10,Bankası,6,Company
163,11,Calzedonia,6,Company
164,1,Siirt,9,Place
164,7,PKK,6,Company
165,1,Dışişleri,6,Company
165,2,Bakanı,8,Job
165,3,Çavuşoğlu,3,Name
165,6,ABD,9,Place
165,9,Tillerson,3,Name
166,3,FETÖ,6,Company
166,4,PDY,6,Company
167,1,Facebook,6,Company
168,8,PKK,6,Company
168,10,Irak,9,Place
169,1,Telegram,6,Company
169,2,Rusya,9,Place
170,1,Başbakan,8,Job
170,2,Yıldırım,3,Name
171,3,YPG,6,Company
171,4,PKK,6,Company
171,7,Afrin,9,Place
172,2,Afrin,9,Place
172,7,ZeytinDalıHarekatı,2,Event/Activity
172,11,Afrin,9,Place
172,13,YPG,6,Company
172,14,PKK,6,Company
173,1,Çiftlik,6,Company
173,2,Bank,6,Company
173,10,Bakanı,8,Job
173,11,Gül,3,Name
173,13,Çiftlik,6,Company
173,14,Bank,6,Company
174,1,Fetullahçı,6,Company
174,2,Terör,6,Company
174,3,Örgütü,6,Company
174,6,Bartın,4,Address
175,1,Putin,3,Name
175,2,Trump,3,Name
175,6,Suriye,9,Place
175,7,Kuzey,9,Place
175,8,Kore,9,Place
175,9,Ukrayna,9,Place
176,1,İspanya,9,Place
176,3,ETA,6,Company
177,6,Gazze,9,Place
178,1,AACanli,11,ID
178,4,CEV,2,Event/Activity
178,10,SSC,6,Company
178,11,Palmberg,6,Company
178,18,Eczacıbaşı,6,Company
178,19,VitrA,6,Company
179,11,Fetullahçı,9,Place
179,12,Terör,6,Company
179,13,Örgütü,6,Company
179,17,15,9,Place
179,18,Temmuz,9,Place
179,19,Şehitler,9,Place
179,20,Köprüsü,9,Place
179,24,Yılmaz,3,Name
179,25,Ercan,3,Name
180,2,hakim,8,Job
180,3,savcının,8,Job
180,7,HSK,6,Company
181,1,Bin,3,Name
181,2,Selman,3,Name
181,9,Samuel,3,Name
181,10,Ramani,3,Name
181,11,Suudi,9,Place
181,12,Arabistan,9,Place
182,1,Sayıştaydan,8,Job
183,1,ABD,9,Place
184,1,Başbakan,8,Job
184,2,Yardımcısı,8,Job
184,3,Akdağ,3,Name
185,1,BosnaHersek,9,Place
186,1,AACanli,11,ID
186,2,Adalet,8,Job
186,3,Bakanı,8,Job
186,4,Gül,3,Name
186,5,Çiftlik,6,Company
186,6,Bank,6,Company
187,1,Deniz,3,Name
187,2,Baykal,3,Name
187,5,Münih,9,Place
187,7,Sağlık,5,Date
187,8,Bakanlığına,6,Company
187,12,Ankara,9,Place
187,15,Baykal,3,Name
187,18,Gülhane,6,Company
187,19,Eğitim,9,Place
187,20,Araştırma,6,Company
187,21,Hastanesi,9,Place
188,7,Yunanistan,9,Place
188,9,Edirne,9,Place
188,13,bölgede,9,Place
188,19,askere,8,Job
189,4,Yunanistan,9,Place
190,3,Türkiye,9,Place
190,11,Türkiye,9,Place
191,1,Akdamar,9,Place
191,2,Adası,9,Place
191,5,Van,9,Place
191,14,Akdamar,9,Place
191,15,Adası,9,Place
191,16,ilkbahar,5,Date
191,17,mevsiminde,5,Date
192,1,Rusya,9,Place
192,13,İdlib,9,Place
192,15,sığınmacı,9,Place
192,16,kampına,9,Place
193,1,Mavi,9,Place
193,2,vatan,9,Place
193,7,nehirlerde,9,Place
194,1,NATO,6,Company
194,2,TSK,6,Company
195,4,Türkiye,9,Place
196,1,Hava,6,Company
196,2,Harp,6,Company
196,3,Okulu,6,Company
196,20,FETÖ,6,Company
196,25,15,9,Place
196,26,Temmuz,9,Place
196,27,Şehitler,9,Place
196,28,Köprüsü,9,Place
197,10,Çin,4,Address
198,1,ZeytinDalıHarekatı,2,Event/Activity
198,7,Dışişleri,8,Job
198,8,Bakanı,8,Job
198,9,Çavuşoğlu,3,Name
198,10,Fransa,9,Place
199,1,IBM,6,Company
200,5,Boğaziçi,6,Company
200,6,Üniversitesi,6,Company
200,8,Afrin,9,Place
201,1,Kılıçdaroğlu,3,Name
201,3,Çiftlik,6,Company
201,4,Bank,6,Company
201,12,BDDK,6,Company
202,1,Fetullahçı,6,Company
202,2,Terör,6,Company
202,3,Örgütü,6,Company
202,10,Prof,8,Job
202,11,Dr,8,Job
202,12,İlhan,3,Name
202,13,Varank,3,Name
204,1,İsrail,6,Company
204,2,hükümeti,6,Company
204,7,haydaroruc,11,ID
205,3,bugün,5,Date
206,1,İsrail,9,Place
206,7,Filistinli,9,Place
206,8,Ahed,3,Name
206,9,et,3,Name
206,10,Temimi,3,Name
206,13,Basim,3,Name
206,14,et,3,Name
206,15,Temimi,3,Name
208,1,Türkiye,9,Place
208,4,AB,6,Company
209,1,Çin,9,Place
211,1,CumhurbaşkanıErdoğan,3,Name
211,2,Türkiye,9,Place
212,1,Hasan,3,Name
212,2,Celal,3,Name
213,1,ABD,9,Place
213,8,ANKA,6,Company
213,9,Enstitüsü,6,Company
213,10,Yönetim,8,Job
213,11,Kurulu,8,Job
213,12,Başkanı,8,Job
213,13,Prof,8,Job
213,14,Dr,8,Job
213,15,Sencer,3,Name
213,17,ABD,9,Place
213,18,Başkanı,8,Job
213,19,Trump,3,Name
213,21,Pompeo,3,Name
213,22,Haspel,3,Name
213,25,AA,6,Company
213,26,muhabirine,8,Job
214,1,Enerji,8,Job
214,3,Kaynaklar,8,Job
214,4,Bakanı,8,Job
214,6,yerleşim,9,Place
214,7,yerine,9,Place
215,2,askerini,8,Job
215,8,askerini,8,Job
216,4,Türkiye,9,Place
216,7,eve,9,Place
217,6,Sinop,9,Place
218,1,Türkiye,9,Place
218,3,Mısır,9,Place
218,5,Afrin,9,Place
219,1,ABD,9,Place
219,3,papaz,8,Job
219,5,FETÖ,6,Company
219,6,PKK,6,Company
220,3,DHKP,6,Company
220,7,Ankara,9,Place
221,1,CumhurbaşkanıErdoğan,3,Name
222,1,Tünellerin,9,Place
222,6,AA,6,Company
222,8,Afrin,9,Place
222,9,merkezindeki,9,Place
222,10,tünellerini,9,Place
224,2,Uzman,8,Job
224,3,Çavuş,8,Job
224,4,Çakmak,3,Name
225,1,Dışişleri,8,Job
225,2,Bakanı,8,Job
225,3,Çavuşoğlu,3,Name
225,4,Afrin,9,Place
226,1,Ayn,9,Place
226,2,Darah,9,Place
226,3,Basutah,9,Place
226,4,Burj,9,Place
226,5,Abdallah,9,Place
226,6,Afrin,9,Place
226,9,köy,9,Place
227,1,THY,6,Company
227,3,yurt,9,Place
227,4,içi,9,Place
227,5,bilet,2,Event/Activity
227,6,kampanyası,2,Event/Activity
228,1,BaşbakanYıldırım,3,Name
228,2,Nevruz,2,Event/Activity
229,3,Türkiye,9,Place
229,11,Türkiye,9,Place
230,1,Türkiye,9,Place
230,3,BM,6,Company
230,5,OHAL,2,Event/Activity
231,1,Darphane,9,Place
231,2,Reşat,3,Name
231,6,AA,6,Company
231,7,Finans,8,Job
231,8,Analisti,8,Job
231,9,Memiş,3,Name
232,1,AACanli,6,Company
232,2,CumhurbaşkanıErdoğan,3,Name
232,3,Zeytin,2,Event/Activity
232,4,Dalı,2,Event/Activity
232,5,Harekatı,2,Event/Activity
