doc_id,token_id,token_text,c_id
39,11,eyaletinde,5
39,12,açýldý,9
40,1,09,11
40,2,08,11
40,3,1928,11
40,4,Arap,10
40,5,Alfabesi,10
40,6,yerine,11
40,7,Latin,10
40,8,nin,11
40,9,benimsendiði,9
40,10,Harf,11
40,11,Devrimi,9
40,12,gerçekleþtirildi,9
41,1,11,3
41,2,05,3
41,3,1924,3
41,4,Gottlieb,10
41,5,Daimler,10
41,6,Karl,10
41,7,Benz,7
41,8,þiketleri,11
41,9,birleþerek,9
41,10,Mercedes,7
41,11,þirketini,11
41,12,oluþturdular,9
42,1,10,3
42,2,04,3
42,3,1912,3
42,4,RMS,11
42,5,Titanic,11
42,6,ilk,11
42,7,seferine,11
42,8,çýktý,9
42,9,EiqZkZRDD6,5
43,1,20,3
43,2,02,3
43,3,1872,3
43,4,Metropolitan,9
43,5,Museum,9
43,6,of,9
43,7,Art,9
43,8,New,9
43,9,York,9
43,10,ta,9
43,11,açýldý,9
43,12,jKW7n0oenO,11
44,1,14,3
44,2,02,3
44,3,1982,3
44,4,Oyuncu,11
44,5,Özge,10
44,6,Borak,10
44,7,Ýstanbul,8
44,8,da,11
44,9,doðdu,11
44,10,6wOKVQXlLW,11
45,1,Ýzmir,8
45,2,de,11
45,3,okullar,11
45,4,tatil,11
45,5,edildi,9
46,1,23,11
46,2,12,11
46,3,1954,11
46,4,Ýlk,9
46,5,organ,9
46,6,nakli,9
46,7,böbrek,9
46,8,Boston,5
46,9,da,11
46,10,gerçekleþtirildi,9
47,1,22,11
47,2,12,11
47,3,1938,11
47,4,Alman,6
47,5,kimyacý,6
47,6,Otto,11
47,7,Hahn,11
47,8,tarafýndan,11
47,9,ilk,11
47,10,atom,11
47,11,çekirdeði,11
47,12,patlatýldý,11
48,1,06,3
48,2,12,3
48,3,1922,3
48,4,Ýnsülin,3
48,5,ilk,11
48,6,kez,11
48,7,Kanada,5
48,8,da,11
48,9,bir,11
48,10,hastanede,8
48,11,hastalar,9
48,12,üzerinde,9
48,13,denendi,9
48,14,snoJ10LjcV,11
49,1,26,11
49,2,09,11
49,3,1888,3
49,4,Yazar,11
49,5,Thomas,11
49,6,Stearns,11
49,7,Eliot,10
49,8,ABD,8
49,9,de,11
49,10,doðdu,11
49,11,ö,11
49,12,1965,3
49,13,MiMksUF53A,11
50,1,DünyaBarýþGünü,9
50,2,vWahJTBMFx,11
51,1,07,3
51,2,09,3
51,3,1782,3
51,4,William,10
51,5,Herschel,10
51,6,kendi,11
51,7,tasarýmý,11
51,8,olan,11
51,9,teleskopla,11
51,10,Satürn,11
51,11,Bulutsusunu,11
51,12,keþfetti,9
51,13,3slWmqotOx,5
52,1,24,3
52,2,07,3
52,3,1923,3
52,4,Lozan,9
52,5,Antlaþmasý,9
52,6,imzalandý,9
53,1,AliÝsmailKorkmaz,11
53,2,73E5e8ZWGe,11
54,1,08,11
54,2,07,11
54,3,1621,11
54,4,Yazar,6
54,5,La,10
54,6,Fontaine,10
54,7,Fransa,5
54,8,da,11
54,9,doðdu,9
54,10,ö,11
54,11,1695,11
54,12,3KqukXuIpX,11
55,1,05,3
55,2,1474,3
55,3,Kristof,10
55,4,Kolomb,10
55,5,Jamaika,10
55,6,Adasýna,11
55,7,ayak,11
55,8,bastý,9
55,9,adaya,11
55,10,Santa,8
55,11,Gloria,8
55,12,adýný,11
55,13,verdi,9
56,1,15,3
56,2,04,3
56,3,1929,3
56,4,Ýstanbul,8
56,5,da,11
56,6,terzilik,11
56,7,mektebi,11
56,8,açýldý,9
57,1,02,
57,2,04,
57,3,2007,
57,4,Büyük,
57,5,Okyanus,
57,6,da,11
57,7,meydana,
57,8,gelen,
57,9,8,
57,10,1,
57,11,büyüklüðündeki,
57,12,depremin,
57,13,oluþturduðu,
57,14,tsunami,
57,15,Solomon,
57,16,Adalarý,
57,17,ný,
57,18,vurdu,
57,19,28,
57,20,kiþi,
57,21,öldü,
57,22,Ben,11
57,23,seni,11
57,24,sevduðumi,11
57,25,dünyalara,11
57,26,bildurdum,11
57,27,Sütlaç,11
57,28,Niyazi,8
57,29,Usta,8
57,30,Hamsiköy,8
57,31,Sütlacý,10
57,32,Trabzon,8
57,33,Maçka,8
57,34,YemekNeredeYenirTrabzonda,11
57,35,fhcPLgQsR5,11
58,1,27,11
58,2,03,11
58,3,1994,11
58,4,Eurofighter,11
58,5,Typhoon,11
58,6,ilk,11
58,7,test,9
58,8,uçuþunu,9
58,9,yaptý,9
58,10,sNKlbJpfo5,11
59,1,06,3
59,2,03,3
59,3,1869,3
59,4,Dimitri,10
59,5,Mendeleyev,10
59,6,ilk,11
59,7,periyodik,11
59,8,tabloyu,11
59,9,açýkladý,11
59,10,BkXdNnepj9,11
60,1,09,3
60,2,02,3
60,3,1621,3
60,4,Ýstanbul,8
60,5,Boðazý,11
60,6,dondu,9
60,7,fkR5vpo5fq,5
61,1,04,3
61,2,02,3
61,3,1902,3
61,4,Paris,5
61,5,te,11
61,6,Birinci,9
61,7,Jön,9
61,8,Türk,9
61,9,Kongresi,9
61,10,yapýldý,9
61,11,PFKnnkRn4T,11
62,1,Isslama,11
62,2,Köfte,11
62,3,Ýstanbul,8
62,4,Acýbadem,8
62,5,Ataþehir,8
62,6,Çalýþma,11
62,7,Saatleri,11
62,8,11,11
62,9,00,11
62,10,22,11
62,11,444,11
62,12,10,11
62,13,06,11
62,14,19,11
62,15,50,11
62,16,1,11
62,17,Porsiyon,11
62,18,27,11
62,19,5,11
62,20,Alkolsüz,11
62,21,Mekan,11
62,22,Paket,11
62,23,Servis,11
62,24,Var,9
62,25,yemekneredeyenircom,4
62,26,ucXhAu6eVz,5
63,1,Dördü,11
63,2,Bir,11
63,3,Arada,11
63,4,Atom,11
63,5,Künefe,11
63,6,Cenneti,11
63,7,Ýstanbul,8
63,8,Mahmutbey,11
63,9,Kocasinan,11
63,10,Çalýþma,11
63,11,Saatleri,11
63,12,10,11
63,13,00,11
63,14,02,11
63,15,0,11
63,16,212,11
63,17,630,11
63,18,97,11
63,19,44,11
63,20,70,11
63,21,4,11
63,22,Kiþilik,11
63,23,102,11
63,24,6,11
63,25,yemekneredeyenircom,4
63,26,yvD9EEDYRf,5
64,1,Kebap,11
64,2,Çeþitleri,11
64,3,Akcanlar,8
64,4,Ocakbaþý,8
64,5,Ýstanbul,5
64,6,Elmadað,5
64,7,Þiþli,5
64,8,Çalýþma,11
64,9,Saatleri,11
64,10,12,11
64,11,00,11
64,12,0212,2
64,13,248,2
64,14,96,2
64,15,77,2
64,16,30,11
64,17,Çöp,11
64,18,Þiþ,11
64,19,23,11
64,20,Adana,11
64,21,Kaburga,11
64,22,28,11
64,23,Kaþarlý,11
64,24,Fýstýklý,11
64,25,Ciðer,11
64,26,Patlýcan,11
64,27,yemekneredeyenircom,11
64,28,eRtN0JNcZm,11
65,1,Ciðer,11
65,2,Þiþ,11
65,3,Hanek,11
65,4,Gaziantep,8
65,5,Sofrasý,11
65,6,Ýstanbul,8
65,7,Koþuyolu,8
65,8,Çalýþma,11
65,9,Saatleri,11
65,10,09,11
65,11,30,11
65,12,22,11
65,13,00,11
65,14,0216,11
65,15,340,11
65,16,23,11
65,17,40,11
65,18,32,11
65,19,Alkolsüz,11
65,20,Mekan,11
65,21,Paket,11
65,22,Servis,11
65,23,Var,11
65,24,Sodexo,11
65,25,Ticket,11
65,26,Multinet,11
65,27,Setcard,11
65,28,yemekneredeyenircom,4
65,29,SfbXmGBzpJ,5
66,1,Cevizzade,8
66,2,Künefe,11
66,3,Cenneti,11
66,4,Ýstanbul,8
66,5,Mahmutbey,8
66,6,Kocasinan,8
66,7,Çalýþma,11
66,8,Saatleri,11
66,9,10,11
66,10,00,11
66,11,02,11
66,12,0,11
66,13,212,11
66,14,630,11
66,15,97,11
66,16,44,11
66,17,17,11
66,18,1,11
66,19,Kiþilik,11
66,20,65,11
66,21,4,11
66,22,95,11
66,23,6,11
66,24,yemekneredeyenircom,4
66,25,lxZZOIguCk,5
67,1,Çorba,11
67,2,Çeþitleri,11
67,3,Baruthane,8
67,4,Pilavcýsý,8
67,5,Ýstanbul,5
67,6,Kurtuluþ,5
67,7,0,11
67,8,212,11
67,9,296,11
67,10,01,11
67,11,02,11
67,12,7,11
67,13,Ezogelin,11
67,14,Çorbasý,11
67,15,Mercimek,11
67,16,Tavuk,11
67,17,Suyu,11
67,18,Yayla,11
67,19,Domates,11
67,20,15,11
67,21,Ýþkembe,11
67,22,Kuzu,11
67,23,Kelle,11
67,24,yemekneredeyenircom,11
67,25,2msTCqKa2g,11
68,1,Burger,11
68,2,Çeþitleri,11
68,3,Hopdaddy,11
68,4,Ýstanbul,5
68,5,Yeniköy,5
68,6,Maslak,5
68,7,Çalýþma,11
68,8,Saatleri,11
68,9,12,3
68,10,00,3
68,11,01,3
68,12,0,2
68,13,212,2
68,14,299,2
68,15,88,2
68,16,82,11
68,17,83,2
68,18,34,11
68,19,Smokey,11
68,20,BBQ,11
68,21,200,11
68,22,Gram,11
68,23,Brooklyn,11
68,24,BigBoss,11
68,25,yemekneredeyenircom,11
68,26,sTTMhYDszG,11
69,1,Vefalý,8
69,2,Köfte,11
69,3,Köftecisi,8
69,4,Ýstanbul,11
69,5,Kadýköy,5
69,6,Suadiye,5
69,7,Çalýþma,11
69,8,Saatleri,11
69,9,12,11
69,10,00,11
69,11,22,11
69,12,0,2
69,13,216,2
69,14,368,2
69,15,70,2
69,16,05,2
69,17,20,11
69,18,1,11
69,19,Porsiyon,11
69,20,7,11
69,21,Piyaz,11
69,22,15,11
69,23,Kelle,11
69,24,Paça,11
69,25,9,11
69,26,Çorba,11
69,27,yemekneredeyenircom,11
69,28,ouvkH0tQIk,11
70,1,Sophia,11
70,2,Bade,11
70,3,Chocolate,11
70,4,Ýstanbul,11
70,5,Moda,11
70,6,Çalýþma,11
70,7,Saatleri,11
70,8,10,11
70,9,00,11
70,10,21,11
70,11,0,11
70,12,216,11
70,13,345,11
70,14,85,11
70,15,86,11
70,16,22,11
70,17,Alkolsüz,11
70,18,Mekan,11
70,19,Paket,11
70,20,Servis,11
70,21,Var,11
70,22,Sodexo,11
70,23,Ticket,11
70,24,Multinet,11
70,25,Setcard,11
70,26,Yok,11
70,27,Açýk,11
70,28,Alan,11
70,29,yemekneredeyenircom,11
70,30,LKNowO8gE8,11
71,1,basakmaviss,11
71,2,Dost,11
71,3,gerçekten,11
71,4,de,11
71,5,kara,11
71,6,günde,11
71,7,belli,11
71,8,oluyor,9
71,9,ucBG5iCnz1,5
72,1,Aðlayan,9
72,2,Pasta,11
72,3,amp,11
72,4,Kaymaklý,11
72,5,Ayva,11
72,6,Tatlýsý,11
72,7,Prasini,11
72,8,Papia,11
72,9,Cafe,11
72,10,Ýstanbul,8
72,11,Gayrettepe,8
72,12,Çalýþma,11
72,13,Saatleri,11
72,14,Hafta,11
72,15,Ýçi,11
72,16,06,11
72,17,30,11
72,18,19,11
72,19,00,11
72,20,Cumartesi,3
72,21,09,11
72,22,17,11
72,23,0,11
72,24,533,11
72,25,138,11
72,26,65,11
72,27,46,11
72,28,14,11
72,29,yemekneredeyenircom,4
72,30,62KIdxDFRq,5
73,1,Havuç,11
73,2,Dilim,11
73,3,Cihan,11
73,4,Et,11
73,5,Kasap,11
73,6,Piþiricisi,11
73,7,Ýzmir,8
73,8,Forum,11
73,9,Bornova,8
73,10,Karþýsý,11
73,11,Çalýþma,11
73,12,Saatleri,11
73,13,11,11
73,14,00,11
73,15,23,11
73,16,0,11
73,17,232,11
73,18,469,11
73,19,19,11
73,20,56,11
73,21,14,11
73,22,Porsiyon,11
73,23,17,11
73,24,Dondurmalý,11
73,25,yemekneredeyenircom,4
73,26,eLg1vOKupb,5
74,1,pelinkrkc,11
74,2,Gel,11
74,3,günaha,11
74,4,girelim,11
75,1,Kaþarlý,11
75,2,Köfte,11
75,3,Shato,11
75,4,Steakhouse,11
75,5,Ýstanbul,5
75,6,Yýldýrým,5
75,7,Bayrampaþa,5
75,8,Çalýþma,11
75,9,Saatleri,11
75,10,10,11
75,11,00,11
75,12,23,11
75,13,0,2
75,14,212,2
75,15,437,2
75,16,38,2
75,17,84,2
75,18,30,11
75,19,250,11
75,20,Gram,11
75,21,OXFSh5lTRw,11
76,1,dilarataogllu,11
76,2,Yemekneredeyenircom,11
76,3,a,11
76,4,uzun,11
76,5,bakýp,11
76,6,ic,11
76,7,gecirdiðimiz,11
76,8,saatlere,11
76,9,hosgeldiniz,11
77,1,Yumurta,11
77,2,Çeþitleri,11
77,3,Coþkun,11
77,4,Et,11
77,5,Ýstanbul,8
77,6,Ýstoç,11
77,7,Kaðýthane,8
77,8,Baðcýlar,8
77,9,18,1
77,10,Kahvaltý,11
77,11,Tabaðý,11
77,12,13,1
77,13,Yumurtalý,11
77,14,Kavurma,11
77,15,yemekneredeyenir,5
77,16,uhWRh8ddNI,11
78,1,Nam,11
78,2,nam,11
78,3,Ýsli,11
78,4,Dana,11
78,5,Bacon,11
78,6,Burger,11
78,7,Hamburger,11
78,8,Kafasý,11
78,9,Ýstanbul,8
78,10,Cihangir,8
78,11,Firuzaða,11
78,12,Ýlkokulu,11
78,13,Yaný,11
78,14,40,11
78,15,220,11
78,16,Gram,11
78,17,yemekneredeyenir,4
78,18,RK3Y6xCIuZ,5
79,1,Her,11
79,2,yerimiz,11
79,3,hamburger,11
79,4,Mantar,11
79,5,Burger,11
79,6,Hamburger,11
79,7,Kafasý,11
79,8,Ýstanbul,11
79,9,Cihangir,8
79,10,Firuzaða,11
79,11,Ýlkokulu,11
79,12,Yaný,11
79,13,20,11
79,14,110,11
79,15,Gram,11
79,16,yemekneredeyenir,4
79,17,YU1HaU96hg,5
80,1,Baþbakan,6
80,2,Yýldýrým,10
80,3,Bu,11
80,4,ihanet,11
80,5,çetesini,11
80,6,milletimizin,11
80,7,gücü,11
80,8,etkisiz,11
80,9,hale,11
80,10,getirecektir,11
80,11,Çok,11
80,12,aptalca,11
80,13,çýlgýnca,11
80,14,bir,11
80,15,giriþimdir,11
81,1,27,1
81,2,Þubat,11
81,3,Gregoryen,11
81,4,Takvimi,11
81,5,ne,11
81,6,göre,11
81,7,yýlýn,11
81,8,58,1
81,9,günüdür,11
81,10,Yýl,11
81,11,sonuna,11
81,12,kadar,11
81,13,kalan,11
81,14,307,11
81,15,gün,11
81,16,vardýr,11
81,17,artýk,11
81,18,yýllarda,11
81,19,308,11
82,1,Gece,11
82,2,gece,11
82,3,iyi,11
82,4,geldi,11
82,5,Beyaz,10
82,6,Çikolatalý,10
82,7,Sufle,10
82,8,Roma,8
82,9,Dondurmacýsý,8
82,10,Ýstanbul,5
82,11,Gaziosmanpaþa,5
82,12,12,11
82,13,yemekneredeyenir,11
82,14,Y8NsQTwQoX,11
83,1,Günaydýn,11
83,2,Serpme,11
83,3,Köy,11
83,4,Kahvaltýsý,11
83,5,Ayder,8
83,6,Sofrasý,11
83,7,Ýstanbul,8
83,8,Sarýyer,8
83,9,25,11
83,10,Kavurma,11
83,11,40,11
83,12,Kiþi,11
83,13,Baþý,11
83,14,yemekneredeyenir,4
83,15,DIDFAkmzYo,5
84,1,Açýk,11
84,2,Büfe,11
84,3,Kahvaltý,11
84,4,Bambi,11
84,5,Garden,11
84,6,Ýstanbul,5
84,7,Üsküdar,5
84,8,Servis,11
84,9,Saati,11
84,10,10,11
84,11,00,11
84,12,14,11
84,13,35,11
84,14,Kiþi,11
84,15,Baþý,11
84,16,yemekneredeyenir,11
84,17,6U2y0pE00S,11
85,1,Güzel,11
85,2,bir,11
85,3,hafta,11
85,4,için,11
85,5,Serpme,11
85,6,Kahvaltý,11
85,7,Dilek,8
85,8,Pastanesi,8
85,9,Ýstanbul,11
85,10,Halkalý,5
85,11,Kanuni,11
85,12,Þubesi,11
85,13,48,11
85,14,Ýki,11
85,15,Kiþilik,11
85,16,yemekneredeyenir,11
85,17,XR8HpU2ymM,11
86,1,yarentheminnok,4
86,2,Ölümlü,11
86,3,dünya,8
86,4,aman,11
86,5,boþver,9
87,1,Rengarenk,11
87,2,Ara,11
87,3,Sýcaklar,11
87,4,amp,11
87,5,Meze,11
87,6,Çeþitleri,11
87,7,Balýkçý,6
87,8,Hüseyin,8
87,9,Usta,8
87,10,Ýzmir,5
87,11,Forum,8
87,12,Bornova,8
87,13,Giriþi,11
87,14,Detaylý,11
87,15,Bilgi,11
87,16,X2DnKpVc1S,11
87,17,Vd9vOYB4Y1,11
88,1,Yaklaþýk,11
88,2,1,11
88,3,saattir,11
88,4,bakýþýyoruz,9
88,5,SerpmeKahvaltý,9
88,6,Seven,11
88,7,Hills,11
88,8,Restaurant,11
88,9,Ýstanbul,11
88,10,Sultanahmet,8
88,11,0,11
88,12,212,11
88,13,516,11
88,14,94,11
88,15,97,11
88,16,50,11
88,17,Kiþi,11
88,18,Baþý,11
88,19,vJso77fzb6,5
89,1,Günaydýn,11
89,2,Bam,8
89,3,s,11
89,4,Sýcak,11
89,5,Kahvaltý,11
89,6,amp,11
89,7,Klasik,11
89,8,Cafe,8
89,9,Restaurant,8
89,10,Ýstanbul,5
89,11,Acýbadem,5
89,12,kkn8PdNRyu,11
90,1,Nasýl,11
90,2,da,11
90,3,güzelsin,11
90,4,Dondurmalý,11
90,5,Fýstýklý,11
90,6,Atom,11
90,7,Vera,11
90,8,Dolce,11
90,9,Ýstanbul,5
90,10,Ortaköy,5
90,11,Çalýþma,11
90,12,Saatleri,11
90,13,Hafta,11
90,14,Ýçi,11
90,15,11,11
90,16,00,11
90,17,10,11
90,18,11EBuwvrBr,11
91,1,Acýktýk,9
91,2,EtliWrap,11
91,3,Coffee,11
91,4,Shop,11
91,5,Company,8
91,6,Adana,11
91,7,Uðrum,11
91,8,Mumcu,10
91,9,Bulvarý,11
91,10,M1,11
91,11,AVM,11
91,12,Çalýþma,9
91,13,Saatleri,11
91,14,08,11
91,15,30,1
91,16,00,11
91,17,0,11
91,18,322,11
91,19,235,11
91,20,33,1
91,21,01,11
91,22,24,1
91,23,50,1
91,24,JXalys3Klt,11
92,1,Severiz,11
92,2,Samsalý,11
92,3,Serpme,11
92,4,Kahvaltý,11
92,5,Dumanti,8
92,6,Ýstanbul,5
92,7,Halkalý,5
92,8,kahvaltý,11
92,9,v2lVd5s0Db,11
93,1,Rüya,11
93,2,gibi,11
93,3,Künefe,11
93,4,Lezzet,8
93,5,i,11
93,6,Þark,8
93,7,Antep,8
93,8,Sofrasý,8
93,9,Ýstanbul,5
93,10,Tahtakale,5
93,11,Hasýrcýlar,5
93,12,Cad,3
93,13,Eminönü,3
93,14,0,2
93,15,212,2
93,16,514,2
93,17,27,11
93,18,63,2
93,19,10,11
93,20,EdUuALxJxm,11
94,1,Yemeye,11
94,2,doymuyoruz,11
94,3,Chachas,8
94,4,Lokum,8
94,5,Chacha,11
94,6,s,11
94,7,Burger,11
94,8,Pizza,11
94,9,Steak,11
94,10,Ýstanbul,5
94,11,Çengelköy,5
94,12,0,2
94,13,216,2
94,14,308,2
94,15,05,2
94,16,55,2
94,17,44,11
94,18,200,11
94,19,Gram,11
94,20,Tvv6wuG23v,11
95,1,Eridik,9
95,2,Beyran,11
95,3,Kimyon,11
95,4,Ýstanbul,8
95,5,Moda,11
95,6,KadifeSokak,4
95,7,beyran,10
95,8,jx50JySyxb,5
96,1,Vakti,11
96,2,gelmiþti,11
